nama_produk_normalized,review_mean,review_std,review_count,review_min,review_max,log_harga_mean,log_harga_median,berat_kg_mean,berat_kg_median,tebal_mm_mean,tebal_mm_median,jumlah_lembar_mean,jumlah_lembar_median,ukuran_cm_mean,ukuran_cm_median,panjang_meter_mean,panjang_meter_median,yard_mean,yard_median,box_panjang_cm_mean,box_panjang_cm_median,box_lebar_cm_mean,box_lebar_cm_median,box_tinggi_cm_mean,box_tinggi_cm_median,log_volume_box_cm3_mean,log_volume_box_cm3_median,lebar_cm_roll_mean,lebar_cm_roll_median,panjang_meter_roll_mean,panjang_meter_roll_median,lebar_pair_yard_mean,lebar_pair_yard_median,panjang_yard_pair_mean,panjang_yard_pair_median,jumlah_dimensi_x_mean,jumlah_dimensi_x_median,panjang_nama_mean,panjang_nama_median,jumlah_token_mean,jumlah_token_median,kategori_produk,jenis_produk,merek,warna,material,bentuk_kemasan,family_template,few_reviews_flag
bubble wrap sanpack bening 3.2kg 60cm x 100 meter,4.0,0.0,1,4.0,4.0,11.55899,11.55899,3.189,3.189,0.0,0.0,0.0,0.0,57.34,57.34,108.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.52,56.52,100.73,100.73,0.0,0.0,0.0,0.0,1.0,1.0,49.0,49.0,9.0,9.0,Pelindung Kemasan,bubble wrap,sanpack,bening,lainnya,lainnya,bubble_wrap,1
bubble wrap sanpack hitam 2.2kg 125 cm x 25 meter,3.9,0.8215838362577492,5,3.0,4.5,11.054084820585741,11.023825,2.1932,2.2,0.0,0.0,0.0,0.0,125.072,125.0,24.851999999999997,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.434,116.17,25.094,25.0,0.0,0.0,0.0,0.0,1.0,1.0,49.0,49.0,10.0,10.0,Pelindung Kemasan,bubble wrap,sanpack,hitam,lainnya,lainnya,bubble_wrap,0
bubble wrap sanpack hitam 2.2kg 125 cmx25 meter,4.5,0.0,1,4.5,4.5,10.905418,10.905418,2.093,2.093,0.0,0.0,0.0,0.0,131.48,131.48,23.56,23.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.85,115.85,23.73,23.73,0.0,0.0,0.0,0.0,1.0,1.0,47.0,47.0,8.0,8.0,Pelindung Kemasan,bubble wrap,sanpack,hitam,lainnya,lainnya,bubble_wrap,1
bubble wrap sanpack hitam 2.2kg 30 cm x 25 meter,4.0,0.0,3,4.0,4.0,10.937331109702285,10.938891,2.134,2.191,0.0,0.0,0.0,0.0,29.209999999999997,29.25,24.69666666666667,24.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.459999999999997,30.0,24.526666666666667,24.72,0.0,0.0,0.0,0.0,1.0,1.0,48.0,48.0,10.0,10.0,Pelindung Kemasan,bubble wrap,sanpack,hitam,lainnya,lainnya,bubble_wrap,1
bubble wrap sanpack hitam 2.2kg 60 cm x 25 meter,4.0,0.0,3,4.0,4.0,11.013299571275006,11.0139,2.157,2.2,0.0,0.0,0.0,0.0,59.04333333333333,60.0,24.766666666666666,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.32333333333333,60.0,24.316666666666666,24.76,0.0,0.0,0.0,0.0,1.0,1.0,48.0,48.0,10.0,10.0,Pelindung Kemasan,bubble wrap,sanpack,hitam,lainnya,lainnya,bubble_wrap,1
bubble wrap sanpack hitam 2.2kg 60 cm x 50 meter,3.5,0.0,3,3.5,3.5,11.044516264309806,11.045211,2.139666666666667,2.111,0.0,0.0,0.0,0.0,59.556666666666665,60.0,52.153333333333336,52.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.67333333333334,60.0,49.02333333333333,49.86,0.0,0.0,0.0,0.0,1.0,1.0,48.0,48.0,10.0,10.0,Pelindung Kemasan,bubble wrap,sanpack,hitam,lainnya,lainnya,bubble_wrap,1
bubble wrap sanpack hitam 2.4kg 30 cm x 100 meter,4.0,0.0,2,4.0,4.0,11.250675913548179,11.250675913548179,2.3945,2.3945,0.0,0.0,0.0,0.0,29.755000000000003,29.755000000000003,101.525,101.525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.065,31.065,99.21000000000001,99.21000000000001,0.0,0.0,0.0,0.0,1.0,1.0,49.0,49.0,10.0,10.0,Pelindung Kemasan,bubble wrap,sanpack,hitam,lainnya,lainnya,bubble_wrap,1
bubble wrap sanpack hitam 2.4kg 30 cm x 50 meter,3.8333333333333335,0.28867513459481287,3,3.5,4.0,11.086752352351427,11.104972264124868,2.4166666666666665,2.4,0.0,0.0,0.0,0.0,30.570000000000004,30.0,48.86666666666667,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.679999999999996,30.0,48.876666666666665,50.0,0.0,0.0,0.0,0.0,1.0,1.0,48.0,48.0,10.0,10.0,Pelindung Kemasan,bubble wrap,sanpack,hitam,lainnya,lainnya,bubble_wrap,1
bubble wrap sanpack hitam 2.4kg 30 cmx50 meter,4.0,0.0,1,4.0,4.0,11.069394,11.069394,2.631,2.631,0.0,0.0,0.0,0.0,30.94,30.94,49.97,49.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.46,28.46,52.81,52.81,0.0,0.0,0.0,0.0,1.0,1.0,46.0,46.0,8.0,8.0,Pelindung Kemasan,bubble wrap,sanpack,hitam,lainnya,lainnya,bubble_wrap,1
bubble wrap sanpack hitam 2.4kg 60 cm x 100 meter,3.5,0.0,3,3.5,3.5,11.41660861727816,11.418625774449598,2.4263333333333335,2.4,0.0,0.0,0.0,0.0,58.75666666666667,60.0,99.33999999999999,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.84,60.0,98.23,100.0,0.0,0.0,0.0,0.0,1.0,1.0,49.0,49.0,10.0,10.0,Pelindung Kemasan,bubble wrap,sanpack,hitam,lainnya,lainnya,bubble_wrap,1
bubble wrap sanpack hitam 2.7kg 125 cm x 25 meter,3.0,0.0,1,3.0,3.0,11.283524879179666,11.283524879179666,2.7,2.7,0.0,0.0,0.0,0.0,125.0,125.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,125.0,25.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,49.0,49.0,10.0,10.0,Pelindung Kemasan,bubble wrap,sanpack,hitam,lainnya,lainnya,bubble_wrap,1
bubble wrap sanpack hitam 2.7kg 125 cm x 50 meter,3.0,0.0,1,3.0,3.0,11.402005077384883,11.402005077384883,2.7,2.7,0.0,0.0,0.0,0.0,125.0,125.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,125.0,50.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,49.0,49.0,10.0,10.0,Pelindung Kemasan,bubble wrap,sanpack,hitam,lainnya,lainnya,bubble_wrap,1
bubble wrap sanpack hitam 2.7kg 60 cm x 100 meter,3.5,0.0,2,3.5,3.5,11.527451959859604,11.527451959859604,2.6189999999999998,2.6189999999999998,0.0,0.0,0.0,0.0,61.675,61.675,103.57,103.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.86,60.86,102.625,102.625,0.0,0.0,0.0,0.0,1.0,1.0,49.0,49.0,10.0,10.0,Pelindung Kemasan,bubble wrap,sanpack,hitam,lainnya,lainnya,bubble_wrap,1
bubble wrap sanpack hitam 2.7kg 60 cm x 25 meter,3.8333333333333335,0.25,9,3.5,4.0,11.160993258069174,11.104972264124868,2.7094444444444448,2.7,0.0,0.0,0.0,0.0,61.162222222222226,60.29,25.619999999999997,26.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.857777777777784,60.0,25.62777777777778,25.67,0.0,0.0,0.0,0.0,1.0,1.0,48.0,48.0,10.0,10.0,Pelindung Kemasan,bubble wrap,sanpack,hitam,lainnya,lainnya,bubble_wrap,0
bubble wrap sanpack hitam 3.0kg 125 cm x 50 meter,3.5,0.0,4,3.5,3.5,11.437389064754662,11.437670129509325,2.9015,2.918,0.0,0.0,0.0,0.0,123.94,124.7,49.175,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.3725,125.36,51.825,51.760000000000005,0.0,0.0,0.0,0.0,1.0,1.0,49.0,49.0,10.0,10.0,Pelindung Kemasan,bubble wrap,sanpack,hitam,lainnya,lainnya,bubble_wrap,0
bubble wrap sanpack hitam 3.0kg 30 cm x 25 meter,5.0,0.0,21,5.0,5.0,11.003332119415811,11.002116507732016,3.036190476190476,3.087,0.0,0.0,0.0,0.0,29.926190476190477,29.86,24.91333333333333,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.726666666666667,30.6,25.18142857142857,25.51,0.0,0.0,0.0,0.0,1.0,1.0,48.0,48.0,10.0,10.0,Pelindung Kemasan,bubble wrap,sanpack,hitam,lainnya,lainnya,bubble_wrap,0
bubble wrap sanpack hitam 3.0kg 30 cmx25 meter,5.0,0.0,2,5.0,5.0,11.029176,11.029176,2.8609999999999998,2.8609999999999998,0.0,0.0,0.0,0.0,30.884999999999998,30.884999999999998,25.805,25.805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.905,30.905,25.71,25.71,0.0,0.0,0.0,0.0,1.0,1.0,46.0,46.0,8.0,8.0,Pelindung Kemasan,bubble wrap,sanpack,hitam,lainnya,lainnya,bubble_wrap,1
bubble wrap sanpack hitam 3.0kg 30cm x 25 meter,5.0,0.0,2,5.0,5.0,11.04912,11.04912,3.13,3.13,0.0,0.0,0.0,0.0,32.099999999999994,32.099999999999994,24.810000000000002,24.810000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.325000000000003,31.325000000000003,25.71,25.71,0.0,0.0,0.0,0.0,1.0,1.0,47.0,47.0,9.0,9.0,Pelindung Kemasan,bubble wrap,sanpack,hitam,lainnya,lainnya,bubble_wrap,1
bubble wrap sanpack hitam 3.0kg 60 cm x 100 meter,4.0,0.0,4,4.0,4.0,11.59362567763158,11.58509985526316,3.1165,3.128,0.0,0.0,0.0,0.0,62.4325,62.989999999999995,99.97,99.745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0375,60.3,97.075,96.955,0.0,0.0,0.0,0.0,1.0,1.0,49.0,49.0,10.0,10.0,Pelindung Kemasan,bubble wrap,sanpack,hitam,lainnya,lainnya,bubble_wrap,0
bubble wrap sanpack hitam 3.0kg 60 cm x 25 meter,3.5,0.0,4,3.5,3.5,11.22306545677409,11.231409413548178,3.14525,3.154,0.0,0.0,0.0,0.0,59.275,59.635000000000005,24.3775,24.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.69,61.775,24.6875,24.665,0.0,0.0,0.0,0.0,1.0,1.0,48.0,48.0,10.0,10.0,Pelindung Kemasan,bubble wrap,sanpack,hitam,lainnya,lainnya,bubble_wrap,0
bubble wrap sanpack hitam 3.0kg 60 cmx25 meter,3.5,0.0,1,3.5,3.5,11.239772,11.239772,2.991,2.991,0.0,0.0,0.0,0.0,64.23,64.23,24.76,24.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.48,60.48,25.72,25.72,0.0,0.0,0.0,0.0,1.0,1.0,46.0,46.0,8.0,8.0,Pelindung Kemasan,bubble wrap,sanpack,hitam,lainnya,lainnya,bubble_wrap,1
bubble wrap sanpack hitam 3.0kg 60cm x 100 meter,4.0,0.0,1,4.0,4.0,11.53145,11.53145,2.853,2.853,0.0,0.0,0.0,0.0,56.45,56.45,96.21,96.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.36,55.36,106.89,106.89,0.0,0.0,0.0,0.0,1.0,1.0,48.0,48.0,9.0,9.0,Pelindung Kemasan,bubble wrap,sanpack,hitam,lainnya,lainnya,bubble_wrap,1
bubble wrap sanpack hitam 3.2kg 125 cm x 25 meter,3.0,0.0,1,3.0,3.0,11.37940550085183,11.37940550085183,3.2,3.2,0.0,0.0,0.0,0.0,125.0,125.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,125.0,25.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,49.0,49.0,10.0,10.0,Pelindung Kemasan,bubble wrap,sanpack,hitam,lainnya,lainnya,bubble_wrap,1
bubble wrap sanpack hitam 3.2kg 125 cm x 50 meter,4.0,0.0,2,4.0,4.0,11.534219903505983,11.534219903505983,3.0875000000000004,3.0875000000000004,0.0,0.0,0.0,0.0,129.64,129.64,49.22,49.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.38499999999999,124.38499999999999,51.68,51.68,0.0,0.0,0.0,0.0,1.0,1.0,49.0,49.0,10.0,10.0,Pelindung Kemasan,bubble wrap,sanpack,hitam,lainnya,lainnya,bubble_wrap,1
bubble wrap sanpack hitam 3.2kg 30 cm x 50 meter,4.2,0.2738612787525831,5,4.0,4.5,11.29478449605833,11.281912,3.1888,3.2,0.0,0.0,0.0,0.0,30.264,30.16,50.324,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.032,30.0,48.942,50.0,0.0,0.0,0.0,0.0,1.0,1.0,48.0,48.0,10.0,10.0,Pelindung Kemasan,bubble wrap,sanpack,hitam,lainnya,lainnya,bubble_wrap,0
bubble wrap sanpack hitam 3.2kg 60 cm x 100 meter,4.0,0.0,2,4.0,4.0,11.645953424836375,11.645953424836375,3.254,3.254,0.0,0.0,0.0,0.0,58.47,58.47,101.64500000000001,101.64500000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.265,62.265,100.735,100.735,0.0,0.0,0.0,0.0,1.0,1.0,49.0,49.0,10.0,10.0,Pelindung Kemasan,bubble wrap,sanpack,hitam,lainnya,lainnya,bubble_wrap,1
bubble wrap sanpack hitam 3.2kg 60 cmx100 meter,4.0,0.0,1,4.0,4.0,11.694435,11.694435,3.068,3.068,0.0,0.0,0.0,0.0,61.25,61.25,103.83,103.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.77,62.77,104.23,104.23,0.0,0.0,0.0,0.0,1.0,1.0,47.0,47.0,8.0,8.0,Pelindung Kemasan,bubble wrap,sanpack,hitam,lainnya,lainnya,bubble_wrap,1
bubble wrap sanpack hitam 3.2kg 60cmx100 meter,4.0,0.0,1,4.0,4.0,11.694327,11.694327,3.238,3.238,0.0,0.0,0.0,0.0,61.49,61.49,93.35,93.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.03,63.03,105.91,105.91,0.0,0.0,0.0,0.0,1.0,1.0,46.0,46.0,7.0,7.0,Pelindung Kemasan,bubble wrap,sanpack,hitam,lainnya,lainnya,bubble_wrap,1
bubble wrap smilepack bening 2.2kg 125 cm x 25 meter,4.0,0.0,1,4.0,4.0,11.170449240431308,11.170449240431308,2.2,2.2,0.0,0.0,0.0,0.0,125.0,125.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,125.0,25.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,52.0,52.0,10.0,10.0,Pelindung Kemasan,bubble wrap,smilepack,bening,lainnya,lainnya,bubble_wrap,1
bubble wrap smilepack bening 2.2kg 125 cm x 50 meter,3.5,0.0,1,3.5,3.5,11.251573687764475,11.251573687764475,2.2,2.2,0.0,0.0,0.0,0.0,125.0,125.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,125.0,50.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,52.0,52.0,10.0,10.0,Pelindung Kemasan,bubble wrap,smilepack,bening,lainnya,lainnya,bubble_wrap,1
bubble wrap smilepack bening 2.2kg 30 cm x 100 meter,3.0,0.0,1,3.0,3.0,11.258046118484,11.258046118484,2.2,2.2,0.0,0.0,0.0,0.0,30.0,30.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,52.0,52.0,10.0,10.0,Pelindung Kemasan,bubble wrap,smilepack,bening,lainnya,lainnya,bubble_wrap,1
bubble wrap smilepack bening 2.2kg 60 cm x 25 meter,4.0,0.0,3,4.0,4.0,11.083461292754523,11.099105,2.1083333333333334,2.089,0.0,0.0,0.0,0.0,62.57,63.26,24.53333333333333,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.81333333333333,59.78,25.16,25.04,0.0,0.0,0.0,0.0,1.0,1.0,51.0,51.0,10.0,10.0,Pelindung Kemasan,bubble wrap,smilepack,bening,lainnya,lainnya,bubble_wrap,1
bubble wrap smilepack bening 2.4kg 125 cm x 25 meter,3.0,0.0,6,3.0,3.0,11.302944815139917,11.313790000000001,2.3855,2.4,0.0,0.0,0.0,0.0,127.40833333333335,128.3,25.728333333333335,25.325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.18333333333334,122.845,25.65833333333333,25.71,0.0,0.0,0.0,0.0,1.0,1.0,52.0,52.0,10.0,10.0,Pelindung Kemasan,bubble wrap,smilepack,bening,lainnya,lainnya,bubble_wrap,0
bubble wrap smilepack bening 2.4kg 125cm x 25 meter,3.0,0.0,1,3.0,3.0,11.451734,11.451734,2.175,2.175,0.0,0.0,0.0,0.0,115.19,115.19,25.67,25.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.73,124.73,25.32,25.32,0.0,0.0,0.0,0.0,1.0,1.0,51.0,51.0,9.0,9.0,Pelindung Kemasan,bubble wrap,smilepack,bening,lainnya,lainnya,bubble_wrap,1
bubble wrap smilepack bening 2.4kg 60 cm x 50 meter,4.0,0.0,2,4.0,4.0,11.368208346730716,11.368208346730716,2.415,2.415,0.0,0.0,0.0,0.0,61.165,61.165,51.129999999999995,51.129999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.765,57.765,50.325,50.325,0.0,0.0,0.0,0.0,1.0,1.0,51.0,51.0,10.0,10.0,Pelindung Kemasan,bubble wrap,smilepack,bening,lainnya,lainnya,bubble_wrap,1
bubble wrap smilepack bening 2.7kg 125 cm x 25 meter,4.0,0.0,2,4.0,4.0,11.259997821271432,11.259997821271432,2.644,2.644,0.0,0.0,0.0,0.0,128.715,128.715,25.625,25.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.815,127.815,25.634999999999998,25.634999999999998,0.0,0.0,0.0,0.0,1.0,1.0,52.0,52.0,10.0,10.0,Pelindung Kemasan,bubble wrap,smilepack,bening,lainnya,lainnya,bubble_wrap,1
bubble wrap smilepack bening 2.7kg 125cmx25 meter,4.0,0.0,1,4.0,4.0,11.198149,11.198149,2.546,2.546,0.0,0.0,0.0,0.0,130.31,130.31,23.99,23.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.25,122.25,26.49,26.49,0.0,0.0,0.0,0.0,1.0,1.0,49.0,49.0,7.0,7.0,Pelindung Kemasan,bubble wrap,smilepack,bening,lainnya,lainnya,bubble_wrap,1
bubble wrap smilepack bening 2.7kg 30 cm x 100 meter,3.5,0.0,1,3.5,3.5,11.373674891823535,11.373674891823535,2.7,2.7,0.0,0.0,0.0,0.0,30.0,30.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,52.0,52.0,10.0,10.0,Pelindung Kemasan,bubble wrap,smilepack,bening,lainnya,lainnya,bubble_wrap,1
bubble wrap smilepack bening 2.7kg 30 cm x 25 meter,4.0,0.0,3,4.0,4.0,11.117739311124938,11.110201,2.718,2.7,0.0,0.0,0.0,0.0,30.69666666666667,30.49,24.846666666666664,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.53333333333333,30.57,25.73,25.92,0.0,0.0,0.0,0.0,1.0,1.0,51.0,51.0,10.0,10.0,Pelindung Kemasan,bubble wrap,smilepack,bening,lainnya,lainnya,bubble_wrap,1
bubble wrap smilepack bening 2.7kg 30 cmx25 meter,4.0,0.0,1,4.0,4.0,11.165789,11.165789,2.81,2.81,0.0,0.0,0.0,0.0,27.82,27.82,23.23,23.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.97,29.97,23.68,23.68,0.0,0.0,0.0,0.0,1.0,1.0,49.0,49.0,8.0,8.0,Pelindung Kemasan,bubble wrap,smilepack,bening,lainnya,lainnya,bubble_wrap,1
bubble wrap smilepack bening 2.7kg 60 cm x 100 meter,4.0,0.0,4,4.0,4.0,11.523665366230057,11.530656732460114,2.6685,2.6485000000000003,0.0,0.0,0.0,0.0,62.185,62.13,104.8775,105.86500000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0025,60.475,101.5975,102.5,0.0,0.0,0.0,0.0,1.0,1.0,52.0,52.0,10.0,10.0,Pelindung Kemasan,bubble wrap,smilepack,bening,lainnya,lainnya,bubble_wrap,0
bubble wrap smilepack bening 3.0kg 125 cm x 25 meter,4.0,0.0,3,4.0,4.0,11.381926376789073,11.379476,2.9883333333333333,3.0,0.0,0.0,0.0,0.0,124.35000000000001,125.0,25.320000000000004,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.37333333333333,123.34,24.823333333333334,25.0,0.0,0.0,0.0,0.0,1.0,1.0,52.0,52.0,10.0,10.0,Pelindung Kemasan,bubble wrap,smilepack,bening,lainnya,lainnya,bubble_wrap,1
bubble wrap smilepack bening 3.0kg 125 cm x 50 meter,4.0,0.0,3,4.0,4.0,11.466002194166272,11.469527,2.942,3.0,0.0,0.0,0.0,0.0,125.36333333333334,125.0,49.70666666666667,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.41333333333334,125.0,50.49,50.0,0.0,0.0,0.0,0.0,1.0,1.0,52.0,52.0,10.0,10.0,Pelindung Kemasan,bubble wrap,smilepack,bening,lainnya,lainnya,bubble_wrap,1
bubble wrap smilepack bening 3.0kg 30 cm x 100 meter,4.0,0.0,2,4.0,4.0,11.459900887224798,11.459900887224798,2.9325,2.9325,0.0,0.0,0.0,0.0,29.925,29.925,99.995,99.995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.06,31.06,100.62,100.62,0.0,0.0,0.0,0.0,1.0,1.0,52.0,52.0,10.0,10.0,Pelindung Kemasan,bubble wrap,smilepack,bening,lainnya,lainnya,bubble_wrap,1
bubble wrap smilepack bening 3.0kg 30 cm x 25 meter,4.5,0.0,4,4.5,4.5,11.097763922483116,11.0909045,2.898,2.9115,0.0,0.0,0.0,0.0,29.7575,29.310000000000002,24.9175,25.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.12,29.955,24.18,24.195,0.0,0.0,0.0,0.0,1.0,1.0,51.0,51.0,10.0,10.0,Pelindung Kemasan,bubble wrap,smilepack,bening,lainnya,lainnya,bubble_wrap,0
bubble wrap smilepack bening 3.0kg 30cm x 25 meter,4.5,0.0,1,4.5,4.5,11.12485,11.12485,3.047,3.047,0.0,0.0,0.0,0.0,32.22,32.22,24.56,24.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.24,31.24,26.48,26.48,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,9.0,9.0,Pelindung Kemasan,bubble wrap,smilepack,bening,lainnya,lainnya,bubble_wrap,1
bubble wrap smilepack bening 3.0kg 60 cm x 50 meter,4.0,0.0,2,4.0,4.0,11.318123491258248,11.318123491258248,2.9059999999999997,2.9059999999999997,0.0,0.0,0.0,0.0,60.685,60.685,51.285,51.285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.075,60.075,51.03,51.03,0.0,0.0,0.0,0.0,1.0,1.0,51.0,51.0,10.0,10.0,Pelindung Kemasan,bubble wrap,smilepack,bening,lainnya,lainnya,bubble_wrap,1
bubble wrap smilepack bening 3.2kg 125 cm x 25 meter,4.5,0.0,4,4.5,4.5,11.442877269346221,11.44556,3.205,3.2155,0.0,0.0,0.0,0.0,121.975,122.61500000000001,25.5475,25.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.9725,132.32,25.0125,24.869999999999997,0.0,0.0,0.0,0.0,1.0,1.0,52.0,52.0,10.0,10.0,Pelindung Kemasan,bubble wrap,smilepack,bening,lainnya,lainnya,bubble_wrap,0
bubble wrap smilepack bening 3.2kg 30 cm x 100 meter,4.5,0.0,3,4.5,4.5,11.582766217919632,11.577897,3.1809999999999996,3.2,0.0,0.0,0.0,0.0,30.666666666666668,30.73,101.91000000000001,102.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.063333333333333,30.0,98.08999999999999,97.26,0.0,0.0,0.0,0.0,1.0,1.0,52.0,52.0,10.0,10.0,Pelindung Kemasan,bubble wrap,smilepack,bening,lainnya,lainnya,bubble_wrap,1
bubble wrap smilepack bening 3.2kg 60 cm x 100 meter,3.5,0.0,3,3.5,3.5,11.5367916377812,11.553996,3.193,3.2,0.0,0.0,0.0,0.0,57.583333333333336,57.11,99.62,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.120000000000005,60.0,98.26333333333334,100.0,0.0,0.0,0.0,0.0,1.0,1.0,52.0,52.0,10.0,10.0,Pelindung Kemasan,bubble wrap,smilepack,bening,lainnya,lainnya,bubble_wrap,1
bubble wrap smilepack bening 3.2kg 60 cm x 25 meter,4.0,0.0,4,4.0,4.0,11.136082451660936,11.1365075,3.24725,3.224,0.0,0.0,0.0,0.0,60.245,60.260000000000005,24.38,24.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.2175,58.655,25.125,24.895,0.0,0.0,0.0,0.0,1.0,1.0,51.0,51.0,10.0,10.0,Pelindung Kemasan,bubble wrap,smilepack,bening,lainnya,lainnya,bubble_wrap,0
bubble wrap smilepack bening 3.2kg 60 cm x 50 meter,3.5,0.0,2,3.5,3.5,11.334047945911767,11.334047945911767,3.1205,3.1205,0.0,0.0,0.0,0.0,60.585,60.585,50.55,50.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.03,59.03,49.085,49.085,0.0,0.0,0.0,0.0,1.0,1.0,51.0,51.0,10.0,10.0,Pelindung Kemasan,bubble wrap,smilepack,bening,lainnya,lainnya,bubble_wrap,1
bubble wrap smilepack hitam 2.2kg 125 cm x 25 meter,4.0,0.0,1,4.0,4.0,11.010415172807951,11.010415172807951,2.2,2.2,0.0,0.0,0.0,0.0,125.0,125.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,125.0,25.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,51.0,51.0,10.0,10.0,Pelindung Kemasan,bubble wrap,smilepack,hitam,lainnya,lainnya,bubble_wrap,1
