Kategori Produk,Review,Family_Template,jenis_produk,merek,warna,material,bentuk_kemasan,log_harga,is_non_brand,berat_kg,tebal_mm,jumlah_lembar,ukuran_cm,panjang_meter,yard,box_panjang_cm,box_lebar_cm,box_tinggi_cm,log_volume_box_cm3,lebar_cm_roll,panjang_meter_roll,lebar_pair_yard,panjang_yard_pair,is_bflute,is_cflute,is_foam,is_kraft,jumlah_dimensi_x,panjang_nama,jumlah_token,Nama_Produk_Normalized,Split_Grouped
Perekat,4.0,lakban,lakban,yatta,biru,lainnya,lainnya,9.12363,0,0.0,43.33,0.0,0.0,0.0,73.77,0.0,0.0,0.0,0.0,0.0,0.0,47.18,79.85,0,0,0,0,1,33,8,lakban yatta biru 48 mm x 75 yard,train
Kardus Kemasan,3.5,kardus,kardus,lainnya,lainnya,bflute,lainnya,7.623702,0,0.0,0.0,0.0,36.54,0.0,0.0,33.06,30.79,8.81,9.101513,0.0,0.0,0.0,0.0,1,0,0,0,2,42,11,kardus packing 34 cm x 30 cm x 9 cm bflute,train
Kardus Kemasan,4.0,kardus,kardus,lainnya,lainnya,kraft,lainnya,7.91988,0,0.0,0.0,0.0,51.5,0.0,0.0,56.99,34.42,28.18,10.920144,0.0,0.0,0.0,0.0,0,0,0,1,2,42,11,kardus packing 55 cm x 35 cm x 30 cm kraft,train
Perekat,4.0,double_tape,pe foam,yatta,lainnya,foam,lainnya,9.61587214452889,0,0.0,12.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,38,9,double tape foam yatta 12 mm x 3 meter,train
Material Busa,3.5,pe_foam,pe foam,lainnya,lainnya,foam,lainnya,12.268341,0,0.0,1.1,0.0,116.37,236.51,0.0,0.0,0.0,0.0,0.0,120.83,269.26,0.0,0.0,0,0,1,0,2,33,10,pe foam 125 cm x 250 meter x 1 mm,train
Pengikat,3.5,tali_rafia,lainnya,lainnya,hitam,lainnya,lainnya,9.070877,0,0.931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,20,4,tali rafia hitam 1kg,train
Label,3.5,label_thermal,thermal,lainnya,lainnya,thermal,lembar,10.703266939811954,0,0.0,60.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,44,10,thermal unboxing 60 mm x 40 mm x 1000 lembar,validation
Kardus Kemasan,3.0,kardus,kardus,lainnya,lainnya,lainnya,lainnya,11.711784520403112,0,20.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,31,6,kardus singleface 160 cm x 20kg,test
Peralatan Industri,4.0,plastik_hdpe,plastik pe,lainnya,lainnya,pe,lainnya,10.275085591132717,0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,25,7,plastik pe 80 cm x 120 cm,test
Pelindung Kemasan,4.0,bubble_wrap,bubble wrap,upack,hitam,lainnya,lainnya,11.480676,0,2.84,0.0,0.0,30.33,92.58,0.0,0.0,0.0,0.0,0.0,29.18,103.05,0.0,0.0,0,0,0,0,1,47,10,bubble wrap upack hitam 2.7kg 30 cm x 100 meter,train
Peralatan Industri,2.5,plastik_hdpe,plastik hd,lainnya,lainnya,hd,lainnya,8.748377,0,0.0,0.0,0.0,32.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,24,7,plastik hd 30 cm x 40 cm,train
Perekat,3.5,double_tape,pe foam,deli,lainnya,foam,lainnya,9.648309,0,0.0,11.54,0.0,0.0,5.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,35,7,double tape foam deli 12 mmx5 meter,train
Pelindung Kemasan,4.5,bubble_wrap,bubble wrap,upack,hitam,lainnya,lainnya,11.449457,0,2.739,0.0,0.0,119.86,53.72,0.0,0.0,0.0,0.0,0.0,118.69,48.96,0.0,0.0,0,0,0,0,1,47,10,bubble wrap upack hitam 2.7kg 125 cm x 50 meter,train
Perekat,4.0,lakban,lakban,sanpack,biru,lainnya,lainnya,8.914809,0,0.0,43.69,0.0,0.0,0.0,92.76,0.0,0.0,0.0,0.0,0.0,0.0,47.72,86.02,0,0,0,0,1,33,6,lakban sanpack biru 45 mmx90 yard,train
Label,3.5,label_thermal,thermal,lainnya,lainnya,thermal,lembar,10.448743588106623,0,0.0,80.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,46,10,sticker thermal lipat 80 mm x 80 mm 500 lembar,train
Perekat,3.0,lakban,lakban,hiro,coklat,lainnya,lainnya,8.999742789830492,0,0.0,45.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,85.0,0,0,0,0,1,34,8,lakban hiro coklat 45 mm x 85 yard,test
Label,4.0,label_thermal,thermal,lainnya,lainnya,thermal,lembar,9.789781,0,0.0,99.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,48,10,sticker thermal lipat 100 mm x 100 mm 300 lembar,train
Perlengkapan Rumah,3.5,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,9.144287,0,0.0,0.0,0.0,51.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,36,5,kantong plastik laundry pp 50cmx75cm,train
Perlengkapan Pengemasan,4.0,karung,plastik,lainnya,lainnya,lainnya,lainnya,11.146733,0,0.0,0.0,0.0,110.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,36,8,karung plastik jumbo 110 cm x 180 cm,train
Kardus Kemasan,3.0,kardus,kardus,lainnya,lainnya,lainnya,lainnya,11.168145,0,10.566,0.0,0.0,85.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,30,6,kardus singleface 80 cm x 10kg,train
Peralatan Industri,3.0,plastik_hdpe,plastik hd,lainnya,lainnya,hd,lainnya,9.036106025364846,0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,24,7,plastik hd 35 cm x 55 cm,test
Material Busa,4.0,pe_foam,pe foam,lainnya,lainnya,foam,lainnya,13.087609,0,0.0,5.3,0.0,122.63,252.08,0.0,0.0,0.0,0.0,0.0,132.6,267.61,0.0,0.0,0,0,1,0,2,33,10,pe foam 125 cm x 250 meter x 5 mm,train
Kemasan Pengiriman,2.5,polymailer,plastik,lainnya,putih,lainnya,lainnya,9.433877,0,0.0,0.0,0.0,27.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,38,8,plastik polymailer putih 30 cm x 40 cm,train
Peralatan Industri,3.0,plastik_hdpe,plastik pe,lainnya,lainnya,pe,lainnya,9.374694,0,0.0,0.0,0.0,47.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,24,7,plastik pe 50 cm x 75 cm,train
Perekat,3.5,lakban,lakban,hiro,putih,lainnya,lainnya,9.012011377036412,0,0.0,45.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,80.0,0,0,0,0,1,33,8,lakban hiro putih 45 mm x 80 yard,train
Perlengkapan Rumah,4.0,trash_bag,plastik,lainnya,lainnya,lainnya,lainnya,9.39274525863144,0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,36,8,kantong plastik sampah 50 cm x 75 cm,test
Perekat,3.5,double_tape,pe foam,deli,lainnya,foam,lainnya,9.711176264112805,0,0.0,12.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,37,9,double tape foam deli 12 mm x 5 meter,train
Perlengkapan Rumah,3.5,trash_bag,plastik,lainnya,hitam,lainnya,lainnya,7.784674,0,0.0,0.0,0.0,21.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,32,6,plastik kresek hitam 20 cmx40 cm,train
Label,3.0,label_thermal,thermal,lainnya,lainnya,thermal,lembar,10.827692,0,0.0,61.96,1116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,47,10,sticker thermal lipat 60 mm x 40 mm 1000 lembar,train
Kardus Kemasan,4.0,kardus,kardus,lainnya,lainnya,kraft,lainnya,7.880727,0,0.0,0.0,0.0,48.12,0.0,0.0,44.0,25.63,15.12,9.74403,0.0,0.0,0.0,0.0,0,0,0,1,2,42,11,kardus packing 45 cm x 25 cm x 15 cm kraft,train
Kemasan Pengiriman,3.0,polymailer,plastik,lainnya,putih,lainnya,lainnya,9.581972891547895,0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,38,8,plastik polymailer putih 35 cm x 50 cm,train
Pelindung Kemasan,3.0,bubble_wrap,bubble wrap,non brand,hitam,lainnya,lainnya,11.52288569676448,1,3.2,0.0,0.0,125.0,50.0,0.0,0.0,0.0,0.0,0.0,125.0,50.0,0.0,0.0,0,0,0,0,1,51,11,bubble wrap non brand hitam 3.2kg 125 cm x 50 meter,validation
Label,3.5,label_thermal,thermal,lainnya,lainnya,thermal,lembar,10.53212287826962,0,0.0,100.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,45,10,thermal unboxing 100 mm x 150 mm x 500 lembar,train
Perekat,4.5,lakban,lakban,hiro,bening,lainnya,lainnya,9.237408,0,0.0,46.96,0.0,0.0,0.0,124.6,0.0,0.0,0.0,0.0,0.0,0.0,45.39,124.91,0,0,0,0,1,35,8,lakban hiro bening 48 mm x 120 yard,train
Kemasan Pengiriman,3.0,polymailer,plastik,lainnya,putih,lainnya,lainnya,9.461657,0,0.0,0.0,0.0,31.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,38,8,plastik polymailer putih 30 cm x 40 cm,train
Kemasan Pengiriman,2.5,polymailer,plastik,lainnya,hitam,lainnya,lainnya,9.396522,0,0.0,0.0,0.0,26.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,38,8,plastik polymailer hitam 25 cm x 35 cm,train
Perekat,3.0,lakban,lakban,deli,coklat,lainnya,lainnya,8.881975184248867,0,0.0,45.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,80.0,0,0,0,0,1,34,8,lakban deli coklat 45 mm x 80 yard,validation
Material Busa,4.0,pe_foam,pe foam,lainnya,lainnya,foam,lainnya,13.01109,0,0.0,3.94,0.0,117.09,257.53,0.0,0.0,0.0,0.0,0.0,116.36,241.41,0.0,0.0,0,0,1,0,2,33,10,pe foam 125 cm x 250 meter x 4 mm,train
Pelindung Kemasan,4.0,bubble_wrap,bubble wrap,global,bening,lainnya,lainnya,11.37940550085183,0,3.2,0.0,0.0,60.0,25.0,0.0,0.0,0.0,0.0,0.0,60.0,25.0,0.0,0.0,0,0,0,0,1,48,10,bubble wrap global bening 3.2kg 60 cm x 25 meter,train
Kardus Kemasan,3.0,kardus,kardus,lainnya,lainnya,kraft,lainnya,8.24301946898925,0,0.0,0.0,0.0,40.0,0.0,0.0,40.0,30.0,20.0,10.085850775128716,0.0,0.0,0.0,0.0,0,0,0,1,2,42,11,kardus packing 40 cm x 30 cm x 20 cm kraft,test
Label,3.5,label_thermal,thermal,lainnya,lainnya,thermal,lembar,10.716839,0,0.0,56.99,1018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,47,10,sticker thermal lipat 60 mm x 40 mm 1000 lembar,train
Kemasan Fleksibel,4.0,wrapping,wrapping,lainnya,hitam,lainnya,lainnya,9.55644,0,0.0,0.0,0.0,9.63,240.74,0.0,0.0,0.0,0.0,0.0,10.44,236.66,0.0,0.0,0,0,0,0,1,32,7,wrapping hitam 10 cm x 250 meter,train
Pengikat,3.5,tali_rafia,lainnya,lainnya,kuning,lainnya,lainnya,13.490029,0,48.983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,22,4,tali rafia kuning 50kg,train
Pelindung Kemasan,3.0,bubble_wrap,bubble wrap,non brand,hitam,lainnya,lainnya,11.48247656671073,1,3.2,0.0,0.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,60.0,100.0,0.0,0.0,0,0,0,0,1,51,11,bubble wrap non brand hitam 3.2kg 60 cm x 100 meter,validation
Perekat,2.5,double_tape,pe foam,yatta,lainnya,foam,lainnya,10.32551474894327,0,0.0,48.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,38,9,double tape foam yatta 48 mm x 5 meter,test
Kardus Kemasan,4.0,kardus,kardus,lainnya,lainnya,cflute,lainnya,8.268988209506656,0,0.0,0.0,0.0,34.0,0.0,0.0,34.0,19.0,9.0,8.668196064952765,0.0,0.0,0.0,0.0,0,1,0,0,2,42,11,kardus packing 34 cm x 19 cm x 9 cm cflute,train
Perlengkapan Rumah,1.0,trash_bag,plastik,lainnya,hitam,lainnya,lainnya,9.154888,0,0.0,0.0,0.0,15.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,34,8,plastik kresek hitam 15 cm x 35 cm,train
Kemasan Pengiriman,3.5,polymailer,plastik,lainnya,silver,lainnya,lainnya,9.455046,0,0.0,0.0,0.0,35.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,39,8,plastik polymailer silver 35 cm x 50 cm,train
Perekat,3.5,lakban,lakban,non brand,biru,lainnya,lainnya,8.716207971151853,1,0.0,48.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,75.0,0,0,0,0,1,37,9,lakban non brand biru 48 mm x 75 yard,train
Kardus Kemasan,4.0,kardus,kardus,lainnya,lainnya,bflute,lainnya,7.727569,0,0.0,0.0,0.0,48.23,0.0,0.0,48.74,36.62,23.13,10.628249,0.0,0.0,0.0,0.0,1,0,0,0,2,36,4,kardus packing 50cmx35cmx25cm bflute,train
Material Busa,4.0,pe_foam,pe foam,lainnya,lainnya,foam,lainnya,12.745488641595722,0,0.0,3.0,0.0,125.0,250.0,0.0,0.0,0.0,0.0,0.0,125.0,250.0,0.0,0.0,0,0,1,0,2,33,10,pe foam 125 cm x 250 meter x 3 mm,train
Perlengkapan Rumah,3.0,trash_bag,plastik,lainnya,hitam,lainnya,lainnya,8.092594,0,0.0,0.0,0.0,19.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,34,8,plastik kresek hitam 20 cm x 40 cm,train
Kardus Kemasan,3.0,kardus,kardus,lainnya,lainnya,kraft,lainnya,8.216358332386156,0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,35.0,25.0,10.686269748667398,0.0,0.0,0.0,0.0,0,0,0,1,2,42,11,kardus packing 50 cm x 35 cm x 25 cm kraft,train
Pelindung Kemasan,3.0,bubble_wrap,bubble wrap,non brand,hitam,lainnya,lainnya,11.034905792929417,1,3.0,0.0,0.0,60.0,25.0,0.0,0.0,0.0,0.0,0.0,60.0,25.0,0.0,0.0,0,0,0,0,1,50,11,bubble wrap non brand hitam 3.0kg 60 cm x 25 meter,validation
Perekat,2.5,lakban,lakban,non brand,merah,lainnya,lainnya,8.81001204797317,1,0.0,45.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,65.0,0,0,0,0,1,38,9,lakban non brand merah 45 mm x 65 yard,validation
Kemasan Pengiriman,3.5,polymailer,plastik,lainnya,putih,lainnya,lainnya,9.413536,0,0.0,0.0,0.0,31.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,38,8,plastik polymailer putih 30 cm x 40 cm,train
Perekat,4.5,double_tape,pe foam,yatta,lainnya,foam,lainnya,10.53212287826962,0,0.0,24.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,39,9,double tape foam yatta 24 mm x 15 meter,train
Perlengkapan Rumah,2.0,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,8.803328,0,0.0,0.0,0.0,30.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,36,5,kantong plastik laundry pp 30cmx50cm,train
Label,3.0,label_thermal,thermal,lainnya,lainnya,thermal,lembar,10.35446,0,0.0,82.53,466.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,44,8,sticker thermal lipat 80 mmx80 mm 500 lembar,train
Kardus Kemasan,3.0,kardus,kardus,lainnya,lainnya,lainnya,lainnya,11.630717389475995,0,15.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,31,6,kardus singleface 160 cm x 15kg,test
Kardus Kemasan,3.5,kardus,kardus,lainnya,lainnya,bflute,lainnya,8.101980731853192,0,0.0,0.0,0.0,30.0,0.0,0.0,30.0,20.0,30.0,9.798182590890704,0.0,0.0,0.0,0.0,1,0,0,0,2,43,11,kardus packing 30 cm x 20 cm x 30 cm bflute,train
Kemasan Pengiriman,3.5,polymailer,plastik,lainnya,hitam,lainnya,lainnya,9.39274525863144,0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,38,8,plastik polymailer hitam 30 cm x 40 cm,validation
Material Busa,4.0,pe_foam,pe foam,lainnya,lainnya,foam,lainnya,13.026131,0,0.0,4.96,0.0,128.44,241.27,0.0,0.0,0.0,0.0,0.0,119.07,252.88,0.0,0.0,0,0,1,0,2,28,5,pe foam 125cmx250 meterx5 mm,train
Label,3.5,label_thermal,thermal,lainnya,lainnya,thermal,lembar,10.25769445336048,0,0.0,100.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,48,10,sticker thermal lipat 100 mm x 100 mm 300 lembar,train
Kardus Kemasan,3.5,kardus,kardus,lainnya,lainnya,bflute,lainnya,8.072781,0,0.0,0.0,0.0,29.15,0.0,0.0,30.4,21.35,10.51,8.827968,0.0,0.0,0.0,0.0,1,0,0,0,2,43,11,kardus packing 30 cm x 20 cm x 10 cm bflute,train
Kemasan Fleksibel,3.0,wrapping,wrapping,lainnya,hitam,lainnya,lainnya,10.484498,0,0.0,0.0,0.0,30.27,234.52,0.0,0.0,0.0,0.0,0.0,29.76,247.03,0.0,0.0,0,0,0,0,1,32,7,wrapping hitam 30 cm x 250 meter,train
Label,3.5,label_thermal,thermal,lainnya,lainnya,thermal,lembar,10.478569,0,0.0,107.65,467.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,42,9,sticker thermal 100 mm x 150 mm 500 lembar,train
Pelindung Kemasan,4.0,bubble_wrap,bubble wrap,gmp,hitam,lainnya,lainnya,11.418625774449598,0,3.0,0.0,0.0,125.0,25.0,0.0,0.0,0.0,0.0,0.0,125.0,25.0,0.0,0.0,0,0,0,0,1,45,10,bubble wrap gmp hitam 3.0kg 125 cm x 25 meter,train
Pelindung Kemasan,3.5,bubble_wrap,bubble wrap,upack,bening,lainnya,lainnya,11.026808713825016,0,2.2,0.0,0.0,30.0,25.0,0.0,0.0,0.0,0.0,0.0,30.0,25.0,0.0,0.0,0,0,0,0,1,47,10,bubble wrap upack bening 2.2kg 30 cm x 25 meter,train
Pelindung Kemasan,4.5,bubble_wrap,bubble wrap,smilepack,bening,lainnya,lainnya,11.402005077384883,0,3.2,0.0,0.0,125.0,25.0,0.0,0.0,0.0,0.0,0.0,125.0,25.0,0.0,0.0,0,0,0,0,1,52,10,bubble wrap smilepack bening 3.2kg 125 cm x 25 meter,train
Kardus Kemasan,4.0,kardus,kardus,lainnya,lainnya,bflute,lainnya,8.239965,0,0.0,0.0,0.0,52.04,0.0,0.0,53.29,34.89,27.87,10.855519,0.0,0.0,0.0,0.0,1,0,0,0,2,43,11,kardus packing 55 cm x 35 cm x 30 cm bflute,train
Kardus Kemasan,4.0,kardus,kardus,lainnya,lainnya,cflute,lainnya,8.45756,0,0.0,0.0,0.0,18.55,0.0,0.0,19.41,19.78,18.83,8.886049,0.0,0.0,0.0,0.0,0,1,0,0,2,43,11,kardus packing 20 cm x 20 cm x 20 cm cflute,train
Kemasan Pengiriman,3.5,polymailer,plastik,lainnya,silver,lainnya,lainnya,9.433563920090563,0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,39,8,plastik polymailer silver 45 cm x 60 cm,train
Perekat,3.5,lakban,lakban,yatta,merah,lainnya,lainnya,9.308468,0,0.0,46.94,0.0,0.0,0.0,112.27,0.0,0.0,0.0,0.0,0.0,0.0,51.74,114.33,0,0,0,0,1,35,8,lakban yatta merah 48 mm x 120 yard,train
Peralatan Industri,3.0,plastik_hdpe,plastik pe,lainnya,lainnya,pe,lainnya,8.716207971151853,0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,24,7,plastik pe 35 cm x 55 cm,validation
Peralatan Industri,2.0,plastik_hdpe,plastik pe,lainnya,lainnya,pe,lainnya,8.824824939175638,0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,24,7,plastik pe 30 cm x 40 cm,test
Kemasan Fleksibel,3.0,wrapping,wrapping,lainnya,bening,lainnya,lainnya,10.587273,0,0.0,0.0,0.0,28.24,255.28,0.0,0.0,0.0,0.0,0.0,27.9,252.65,0.0,0.0,0,0,0,0,1,33,7,wrapping bening 30 cm x 270 meter,train
Perekat,3.5,lakban,lakban,deli,bening,lainnya,lainnya,9.005538,0,0.0,44.28,0.0,0.0,0.0,72.54,0.0,0.0,0.0,0.0,0.0,0.0,47.82,67.52,0,0,0,0,1,34,8,lakban deli bening 48 mm x 70 yard,train
Pelindung Kemasan,3.5,bubble_wrap,bubble wrap,upack,bening,lainnya,lainnya,11.431948,0,2.78,0.0,0.0,124.18,23.72,0.0,0.0,0.0,0.0,0.0,129.57,23.68,0.0,0.0,0,0,0,0,1,48,10,bubble wrap upack bening 2.7kg 125 cm x 25 meter,train
Perekat,3.5,lakban,lakban,sanpack,biru,lainnya,lainnya,9.259225769705994,0,0.0,45.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,90.0,0,0,0,0,1,43,9,lakban fragile biru sanpack 45 mm x 90 yard,train
Material Busa,3.5,pe_foam,pe foam,lainnya,lainnya,foam,lainnya,12.991134,0,0.0,4.15,0.0,117.53,232.27,0.0,0.0,0.0,0.0,0.0,119.98,268.78,0.0,0.0,0,0,1,0,2,33,10,pe foam 125 cm x 250 meter x 4 mm,train
Perekat,3.5,lakban,lakban,sanpack,coklat,lainnya,lainnya,8.716207971151853,0,0.0,48.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,50.0,0,0,0,0,1,37,8,lakban sanpack coklat 48 mm x 50 yard,train
Kemasan Fleksibel,3.5,wrapping,wrapping,lainnya,hitam,lainnya,lainnya,10.021315031649332,0,0.0,0.0,0.0,30.0,175.0,0.0,0.0,0.0,0.0,0.0,30.0,175.0,0.0,0.0,0,0,0,0,1,32,7,wrapping hitam 30 cm x 175 meter,train
Pelindung Kemasan,3.5,bubble_wrap,bubble wrap,sanpack,hitam,lainnya,lainnya,11.38644,0,2.836,0.0,0.0,124.4,46.52,0.0,0.0,0.0,0.0,0.0,125.72,53.52,0.0,0.0,0,0,0,0,1,49,10,bubble wrap sanpack hitam 3.0kg 125 cm x 50 meter,train
Perlengkapan Rumah,3.5,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,9.672946,0,0.0,0.0,0.0,48.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,kantong plastik laundry pp 50 cm x 75 cm,train
Pelindung Kemasan,3.5,bubble_wrap,bubble wrap,sanpack,bening,lainnya,lainnya,11.042937835596494,0,2.2,0.0,0.0,30.0,50.0,0.0,0.0,0.0,0.0,0.0,30.0,50.0,0.0,0.0,0,0,0,0,1,49,10,bubble wrap sanpack bening 2.2kg 30 cm x 50 meter,train
Perekat,4.5,lakban,lakban,yatta,merah,lainnya,lainnya,8.824824939175638,0,0.0,48.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,50.0,0,0,0,0,1,34,8,lakban yatta merah 48 mm x 50 yard,train
Label,3.0,label_thermal,thermal,lainnya,lainnya,thermal,lembar,11.024413,0,0.0,65.88,1024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,41,9,sticker thermal 60 mm x 40 mm 1000 lembar,train
Kemasan Pengiriman,3.5,polymailer,plastik,lainnya,biru,lainnya,lainnya,9.39274525863144,0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,37,8,plastik polymailer biru 25 cm x 35 cm,test
Perlengkapan Rumah,4.0,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,8.750265,0,0.0,0.0,0.0,40.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,kantong plastik laundry pp 40 cm x 60 cm,train
Kemasan Pengiriman,2.0,polymailer,plastik,lainnya,hitam,lainnya,lainnya,9.32379,0,0.0,0.0,0.0,24.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,38,8,plastik polymailer hitam 25 cm x 35 cm,train
Kemasan Pengiriman,3.0,polymailer,plastik,lainnya,putih,lainnya,lainnya,9.442028,0,0.0,0.0,0.0,32.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,38,8,plastik polymailer putih 30 cm x 40 cm,train
Pelindung Kemasan,4.0,bubble_wrap,bubble wrap,gmp,bening,lainnya,lainnya,11.544703,0,2.945,0.0,0.0,30.48,92.54,0.0,0.0,0.0,0.0,0.0,30.69,97.53,0.0,0.0,0,0,0,0,1,43,7,bubble wrap gmp bening 3.2kg 30cmx100 meter,train
Peralatan Industri,3.5,plastik_hdpe,plastik hd,lainnya,lainnya,hd,lainnya,8.709721,0,0.0,0.0,0.0,45.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,24,7,plastik hd 45 cm x 50 cm,train
Perlengkapan Rumah,1.0,trash_bag,plastik,lainnya,hitam,lainnya,lainnya,9.15789,0,0.0,0.0,0.0,16.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,32,6,plastik kresek hitam 15cm x 35cm,train
