Kategori Produk,Review,Family_Template,jenis_produk,merek,warna,material,bentuk_kemasan,log_harga,is_non_brand,berat_kg,tebal_mm,jumlah_lembar,ukuran_cm,panjang_meter,yard,box_panjang_cm,box_lebar_cm,box_tinggi_cm,log_volume_box_cm3,lebar_cm_roll,panjang_meter_roll,lebar_pair_yard,panjang_yard_pair,is_bflute,is_cflute,is_foam,is_kraft,jumlah_dimensi_x,panjang_nama,jumlah_token,Nama_Produk_Normalized,Split_Grouped
Kardus Kemasan,3.0,kardus,kardus,lainnya,lainnya,lainnya,lainnya,11.759793355371237,0,25.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,31,6,kardus singleface 160 cm x 25kg,validation
Pelindung Kemasan,4.5,bubble_wrap,bubble wrap,smilepack,hitam,lainnya,lainnya,11.289794413577894,0,2.7,0.0,0.0,30.0,50.0,0.0,0.0,0.0,0.0,0.0,30.0,50.0,0.0,0.0,0,0,0,0,1,50,10,bubble wrap smilepack hitam 2.7kg 30 cm x 50 meter,train
Pelindung Kemasan,3.5,bubble_wrap,bubble wrap,sanpack,hitam,lainnya,lainnya,11.034905792929417,0,2.2,0.0,0.0,60.0,50.0,0.0,0.0,0.0,0.0,0.0,60.0,50.0,0.0,0.0,0,0,0,0,1,48,10,bubble wrap sanpack hitam 2.2kg 60 cm x 50 meter,train
Peralatan Industri,3.5,plastik_hdpe,plastik pe,lainnya,lainnya,pe,lainnya,8.839421607620602,0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,24,7,plastik pe 30 cm x 40 cm,test
Perlengkapan Rumah,4.0,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,9.39274525863144,0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,kantong plastik laundry pp 50 cm x 75 cm,train
Pelindung Kemasan,4.5,bubble_wrap,bubble wrap,gmp,bening,lainnya,lainnya,10.985309671896765,0,3.0,0.0,0.0,60.0,25.0,0.0,0.0,0.0,0.0,0.0,60.0,25.0,0.0,0.0,0,0,0,0,1,45,10,bubble wrap gmp bening 3.0kg 60 cm x 25 meter,train
Perekat,3.0,lakban,lakban,non brand,biru,lainnya,lainnya,9.05963375455148,1,0.0,45.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,80.0,0,0,0,0,1,37,9,lakban non brand biru 45 mm x 80 yard,validation
Pengikat,3.0,tali_rafia,lainnya,lainnya,hitam,lainnya,lainnya,9.928228944424577,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,20,4,tali rafia hitam 1kg,train
Perekat,3.0,lakban,lakban,non brand,bening,lainnya,lainnya,8.936035096566041,1,0.0,45.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,75.0,0,0,0,0,1,39,9,lakban non brand bening 45 mm x 75 yard,validation
Pelindung Kemasan,4.0,bubble_wrap,bubble wrap,smilepack,hitam,lainnya,lainnya,11.326607934898927,0,2.2,0.0,0.0,125.0,50.0,0.0,0.0,0.0,0.0,0.0,125.0,50.0,0.0,0.0,0,0,0,0,1,51,10,bubble wrap smilepack hitam 2.2kg 125 cm x 50 meter,train
Perekat,3.0,lakban,lakban,hiro,bening,lainnya,lainnya,8.648396877031582,0,0.0,45.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,50.0,0,0,0,0,1,34,8,lakban hiro bening 45 mm x 50 yard,test
Perekat,3.5,double_tape,pe foam,non brand,lainnya,foam,lainnya,9.35018926709258,1,0.0,12.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,42,10,double tape foam non brand 12 mm x 5 meter,train
Perekat,3.5,lakban,lakban,yatta,merah,lainnya,lainnya,8.853808274977197,0,0.0,48.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,75.0,0,0,0,0,1,34,8,lakban yatta merah 48 mm x 75 yard,train
Peralatan Industri,3.5,plastik_hdpe,plastik hd,lainnya,lainnya,hd,lainnya,8.630700432209832,0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,24,7,plastik hd 30 cm x 40 cm,train
Perlengkapan Rumah,3.5,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,9.680406499268877,0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,kantong plastik laundry pp 45 cm x 65 cm,train
Kardus Kemasan,3.0,kardus,kardus,lainnya,lainnya,bflute,lainnya,8.071218539969863,0,0.0,0.0,0.0,40.0,0.0,0.0,40.0,30.0,20.0,10.085850775128716,0.0,0.0,0.0,0.0,1,0,0,0,2,43,11,kardus packing 40 cm x 30 cm x 20 cm bflute,validation
Material Busa,3.5,pe_foam,pe foam,lainnya,lainnya,foam,lainnya,12.52815976788113,0,0.0,2.0,0.0,125.0,250.0,0.0,0.0,0.0,0.0,0.0,125.0,250.0,0.0,0.0,0,0,1,0,2,33,10,pe foam 125 cm x 250 meter x 2 mm,train
Label,3.5,label_thermal,thermal,lainnya,lainnya,thermal,lembar,10.609081944147828,0,0.0,100.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,48,10,sticker thermal lipat 100 mm x 150 mm 500 lembar,train
Pengikat,3.0,tali_rafia,lainnya,lainnya,hitam,lainnya,lainnya,12.653961664405363,0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,21,4,tali rafia hitam 20kg,test
Pengikat,3.0,tali_rafia,lainnya,lainnya,hijau,lainnya,lainnya,12.786893438315085,0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,21,4,tali rafia hijau 20kg,test
Perlengkapan Rumah,3.5,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,9.798182590890704,0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,kantong plastik laundry pp 60 cm x 90 cm,train
Kemasan Fleksibel,3.5,wrapping,wrapping,lainnya,hitam,lainnya,lainnya,10.491301994830229,0,0.0,0.0,0.0,30.0,250.0,0.0,0.0,0.0,0.0,0.0,30.0,250.0,0.0,0.0,0,0,0,0,1,32,7,wrapping hitam 30 cm x 250 meter,train
Alat Pengemasan,3.0,tools,lakban,deli,lainnya,lainnya,lainnya,9.99884318585288,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,21,3,dispenser lakban deli,train
Kardus Kemasan,2.5,kardus,kardus,lainnya,lainnya,bflute,lainnya,8.216358332386156,0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,20.0,20.0,8.987321812850125,0.0,0.0,0.0,0.0,1,0,0,0,2,43,11,kardus packing 20 cm x 20 cm x 20 cm bflute,test
Peralatan Industri,2.0,plastik_hdpe,plastik pe,lainnya,lainnya,pe,lainnya,10.34177474101152,0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,25,7,plastik pe 80 cm x 120 cm,test
Kemasan Fleksibel,3.5,wrapping,wrapping,lainnya,bening,lainnya,lainnya,9.39274525863144,0,0.0,0.0,0.0,10.0,150.0,0.0,0.0,0.0,0.0,0.0,10.0,150.0,0.0,0.0,0,0,0,0,1,33,7,wrapping bening 10 cm x 150 meter,test
Perlengkapan Rumah,3.0,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,8.999742789830492,0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,kantong plastik laundry pp 30 cm x 50 cm,train
Kardus Kemasan,3.0,kardus,kardus,lainnya,lainnya,bflute,lainnya,8.216358332386156,0,0.0,0.0,0.0,40.0,0.0,0.0,40.0,30.0,20.0,10.085850775128716,0.0,0.0,0.0,0.0,1,0,0,0,2,43,11,kardus packing 40 cm x 30 cm x 20 cm bflute,validation
Kemasan Pengiriman,3.5,polymailer,plastik,lainnya,silver,lainnya,lainnya,9.39274525863144,0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,39,8,plastik polymailer silver 30 cm x 40 cm,train
Kardus Kemasan,4.0,kardus,kardus,lainnya,lainnya,bflute,lainnya,7.696667081526462,0,0.0,0.0,0.0,30.0,0.0,0.0,30.0,25.0,20.0,9.61587214452889,0.0,0.0,0.0,0.0,1,0,0,0,2,43,11,kardus packing 30 cm x 25 cm x 20 cm bflute,test
Kemasan Fleksibel,3.0,wrapping,wrapping,lainnya,hitam,lainnya,lainnya,9.852246888342531,0,0.0,0.0,0.0,10.0,270.0,0.0,0.0,0.0,0.0,0.0,10.0,270.0,0.0,0.0,0,0,0,0,1,32,7,wrapping hitam 10 cm x 270 meter,train
Perekat,3.5,lakban,lakban,joyko,merah,lainnya,lainnya,8.839421607620602,0,0.0,45.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,70.0,0,0,0,0,1,34,8,lakban joyko merah 45 mm x 70 yard,train
Kemasan Pengiriman,3.5,polymailer,plastik,lainnya,biru,lainnya,lainnya,9.39274525863144,0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,37,8,plastik polymailer biru 25 cm x 35 cm,test
Perekat,2.5,lakban,lakban,non brand,bening,lainnya,lainnya,9.093918908958932,1,0.0,45.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,80.0,0,0,0,0,1,39,9,lakban non brand bening 45 mm x 80 yard,train
Kemasan Fleksibel,3.0,wrapping,wrapping,lainnya,hitam,lainnya,lainnya,10.434145214930489,0,0.0,0.0,0.0,25.0,270.0,0.0,0.0,0.0,0.0,0.0,25.0,270.0,0.0,0.0,0,0,0,0,1,32,7,wrapping hitam 25 cm x 270 meter,validation
Perekat,3.0,lakban,lakban,non brand,coklat,lainnya,lainnya,9.036106025364846,1,0.0,48.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,100.0,0,0,0,0,1,40,9,lakban non brand coklat 48 mm x 100 yard,validation
Perekat,2.0,lakban,lakban,non brand,biru,lainnya,lainnya,9.259225769705994,1,0.0,48.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,100.0,0,0,0,0,1,38,9,lakban non brand biru 48 mm x 100 yard,validation
Kemasan Pengiriman,3.5,polymailer,plastik,lainnya,putih,lainnya,lainnya,9.39274525863144,0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,38,8,plastik polymailer putih 45 cm x 60 cm,test
Perekat,4.0,lakban,lakban,smilepack,merah,lainnya,lainnya,9.259225769705994,0,0.0,45.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,85.0,0,0,0,0,1,38,8,lakban smilepack merah 45 mm x 85 yard,train
Material Busa,4.0,pe_foam,pe foam,lainnya,lainnya,foam,lainnya,12.47419338657158,0,0.0,2.0,0.0,125.0,250.0,0.0,0.0,0.0,0.0,0.0,125.0,250.0,0.0,0.0,0,0,1,0,2,33,10,pe foam 125 cm x 250 meter x 2 mm,train
Alat Pengemasan,2.5,tools,lakban,joyko,lainnya,lainnya,lainnya,9.90353755128617,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,22,3,dispenser lakban joyko,test
Label,3.0,label_thermal,thermal,lainnya,lainnya,thermal,lembar,10.55843949396453,0,0.0,80.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,43,10,thermal unboxing 80 mm x 80 mm x 500 lembar,train
Perekat,4.0,lakban,lakban,non brand,bening,lainnya,lainnya,9.105090961257083,1,0.0,45.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,100.0,0,0,0,0,1,48,10,lakban fragile bening non brand 45 mm x 100 yard,train
Kemasan Fleksibel,2.5,wrapping,wrapping,lainnya,hitam,lainnya,lainnya,9.825580063659602,0,0.0,0.0,0.0,30.0,100.0,0.0,0.0,0.0,0.0,0.0,30.0,100.0,0.0,0.0,0,0,0,0,1,32,7,wrapping hitam 30 cm x 100 meter,validation
Perlengkapan Pengemasan,3.5,karung,plastik,lainnya,lainnya,lainnya,lainnya,10.703266939811954,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,36,8,karung plastik jumbo 100 cm x 150 cm,validation
Kemasan Pengiriman,3.5,polymailer,plastik,lainnya,putih,lainnya,lainnya,9.39274525863144,0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,38,8,plastik polymailer putih 30 cm x 40 cm,train
Kemasan Fleksibel,3.5,wrapping,wrapping,lainnya,hitam,lainnya,lainnya,10.085850775128716,0,0.0,0.0,0.0,30.0,175.0,0.0,0.0,0.0,0.0,0.0,30.0,175.0,0.0,0.0,0,0,0,0,1,32,7,wrapping hitam 30 cm x 175 meter,train
Perekat,3.5,lakban,lakban,hiro,merah,lainnya,lainnya,9.35018926709258,0,0.0,48.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,100.0,0,0,0,0,1,34,8,lakban hiro merah 48 mm x 100 yard,train
Peralatan Industri,3.0,plastik_hdpe,plastik hd,lainnya,lainnya,hd,lainnya,8.77971129020447,0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,24,7,plastik hd 35 cm x 55 cm,test
Pelindung Kemasan,3.0,bubble_wrap,bubble wrap,non brand,hitam,lainnya,lainnya,11.296024885689746,1,3.2,0.0,0.0,60.0,50.0,0.0,0.0,0.0,0.0,0.0,60.0,50.0,0.0,0.0,0,0,0,0,1,50,11,bubble wrap non brand hitam 3.2kg 60 cm x 50 meter,test
Perekat,3.0,lakban,lakban,joyko,merah,lainnya,lainnya,9.082620630373812,0,0.0,48.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,85.0,0,0,0,0,1,34,8,lakban joyko merah 48 mm x 85 yard,train
Peralatan Industri,4.0,plastik_hdpe,plastik pe,lainnya,lainnya,pe,lainnya,6.90875477931522,0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,24,7,plastik pe 15 cm x 30 cm,test
Pelindung Kemasan,3.0,bubble_wrap,bubble wrap,non brand,hitam,lainnya,lainnya,11.205054290550551,1,3.0,0.0,0.0,125.0,50.0,0.0,0.0,0.0,0.0,0.0,125.0,50.0,0.0,0.0,0,0,0,0,1,51,11,bubble wrap non brand hitam 3.0kg 125 cm x 50 meter,test
Perekat,2.5,lakban,lakban,non brand,putih,lainnya,lainnya,8.839421607620602,1,0.0,45.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,70.0,0,0,0,0,1,38,9,lakban non brand putih 45 mm x 70 yard,test
Pengikat,3.0,tali_rafia,lainnya,lainnya,kuning,lainnya,lainnya,12.6410997921206,0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,22,4,tali rafia kuning 20kg,test
Perekat,3.0,lakban,lakban,hiro,biru,lainnya,lainnya,9.259225769705994,0,0.0,45.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,120.0,0,0,0,0,1,33,8,lakban hiro biru 45 mm x 120 yard,validation
Peralatan Industri,2.5,plastik_hdpe,plastik hd,lainnya,lainnya,hd,lainnya,8.962007209588313,0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,24,7,plastik hd 30 cm x 40 cm,train
Perlengkapan Rumah,3.5,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,9.581972891547895,0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,kantong plastik laundry pp 60 cm x 90 cm,train
Material Busa,3.5,pe_foam,pe foam,lainnya,lainnya,foam,lainnya,12.384223015005311,0,0.0,1.0,0.0,125.0,250.0,0.0,0.0,0.0,0.0,0.0,125.0,250.0,0.0,0.0,0,0,1,0,2,33,10,pe foam 125 cm x 250 meter x 1 mm,train
Perlengkapan Rumah,3.5,trash_bag,plastik,lainnya,hitam,lainnya,lainnya,7.824445930877619,0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,34,8,plastik kresek hitam 20 cm x 40 cm,train
Peralatan Industri,3.0,plastik_hdpe,plastik hd,lainnya,lainnya,hd,lainnya,7.00397413672268,0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,24,7,plastik hd 15 cm x 30 cm,test
Pelindung Kemasan,4.0,bubble_wrap,bubble wrap,global,bening,lainnya,lainnya,11.537627833610571,0,3.2,0.0,0.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,60.0,100.0,0.0,0.0,0,0,0,0,1,49,10,bubble wrap global bening 3.2kg 60 cm x 100 meter,train
Pelindung Kemasan,4.0,bubble_wrap,bubble wrap,upack,bening,lainnya,lainnya,11.149096419938578,0,2.4,0.0,0.0,30.0,25.0,0.0,0.0,0.0,0.0,0.0,30.0,25.0,0.0,0.0,0,0,0,0,1,47,10,bubble wrap upack bening 2.4kg 30 cm x 25 meter,train
Perekat,3.0,lakban,lakban,joyko,biru,lainnya,lainnya,9.259225769705994,0,0.0,48.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,90.0,0,0,0,0,1,33,8,lakban joyko biru 48 mm x 90 yard,train
Material Busa,4.5,pe_foam,pe foam,lainnya,lainnya,foam,lainnya,12.188422799337028,0,0.0,1.0,0.0,125.0,250.0,0.0,0.0,0.0,0.0,0.0,125.0,250.0,0.0,0.0,0,0,1,0,2,33,10,pe foam 125 cm x 250 meter x 1 mm,train
Perekat,2.0,lakban,lakban,non brand,putih,lainnya,lainnya,9.305741456739437,1,0.0,48.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,120.0,0,0,0,0,1,39,9,lakban non brand putih 48 mm x 120 yard,test
Material Busa,4.0,pe_foam,pe foam,lainnya,lainnya,foam,lainnya,13.06685278163674,0,0.0,5.0,0.0,125.0,250.0,0.0,0.0,0.0,0.0,0.0,125.0,250.0,0.0,0.0,0,0,1,0,2,33,10,pe foam 125 cm x 250 meter x 5 mm,train
Perekat,3.0,lakban,lakban,non brand,merah,lainnya,lainnya,9.15915233520675,1,0.0,45.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,100.0,0,0,0,0,1,39,9,lakban non brand merah 45 mm x 100 yard,test
Material Busa,4.5,pe_foam,pe foam,lainnya,lainnya,foam,lainnya,13.062615496138552,0,0.0,5.0,0.0,125.0,250.0,0.0,0.0,0.0,0.0,0.0,125.0,250.0,0.0,0.0,0,0,1,0,2,33,10,pe foam 125 cm x 250 meter x 5 mm,train
Material Busa,4.0,pe_foam,pe foam,lainnya,lainnya,foam,lainnya,12.60317286530671,0,0.0,2.0,0.0,125.0,250.0,0.0,0.0,0.0,0.0,0.0,125.0,250.0,0.0,0.0,0,0,1,0,2,33,10,pe foam 125 cm x 250 meter x 2 mm,train
Peralatan Industri,3.5,plastik_hdpe,plastik hd,lainnya,lainnya,hd,lainnya,8.497194544909547,0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,24,7,plastik hd 45 cm x 50 cm,train
Perlengkapan Rumah,3.0,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,9.510519035757246,0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,kantong plastik laundry pp 35 cm x 55 cm,train
Kardus Kemasan,3.5,kardus,kardus,lainnya,lainnya,cflute,lainnya,7.696667081526462,0,0.0,0.0,0.0,45.0,0.0,0.0,45.0,25.0,15.0,9.733647773244227,0.0,0.0,0.0,0.0,0,1,0,0,2,43,11,kardus packing 45 cm x 25 cm x 15 cm cflute,train
Peralatan Industri,2.5,plastik_hdpe,plastik pe,lainnya,lainnya,pe,lainnya,9.12706745278236,0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,24,7,plastik pe 45 cm x 50 cm,validation
Perekat,3.0,lakban,lakban,sanpack,biru,lainnya,lainnya,9.04793908261736,0,0.0,45.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,80.0,0,0,0,0,1,35,8,lakban sanpack biru 45 mm x 80 yard,validation
Label,3.5,label_thermal,thermal,lainnya,lainnya,thermal,lembar,10.25769445336048,0,0.0,100.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,48,10,sticker thermal lipat 100 mm x 100 mm 300 lembar,train
Material Busa,3.5,pe_foam,pe foam,lainnya,lainnya,foam,lainnya,13.108266481420335,0,0.0,5.0,0.0,125.0,250.0,0.0,0.0,0.0,0.0,0.0,125.0,250.0,0.0,0.0,0,0,1,0,2,33,10,pe foam 125 cm x 250 meter x 5 mm,train
Perlengkapan Pengemasan,3.5,karung,plastik,lainnya,lainnya,lainnya,lainnya,11.184435286790633,0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,36,8,karung plastik jumbo 120 cm x 200 cm,test
Perekat,3.5,lakban,lakban,smilepack,putih,lainnya,lainnya,9.116139576577355,0,0.0,45.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,100.0,0,0,0,0,1,39,8,lakban smilepack putih 45 mm x 100 yard,train
Perlengkapan Rumah,3.5,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,8.682877107057168,0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,kantong plastik laundry pp 35 cm x 55 cm,train
Peralatan Industri,2.5,plastik_hdpe,plastik hd,lainnya,lainnya,hd,lainnya,7.601402334583733,0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,24,7,plastik hd 20 cm x 35 cm,test
Perlengkapan Rumah,3.5,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,9.510519035757246,0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,kantong plastik laundry pp 50 cm x 75 cm,train
Perlengkapan Rumah,3.0,trash_bag,plastik,lainnya,putih,lainnya,lainnya,7.824445930877619,0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,34,8,plastik kresek putih 15 cm x 35 cm,train
Perekat,2.0,lakban,lakban,hiro,coklat,lainnya,lainnya,8.936035096566041,0,0.0,48.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,80.0,0,0,0,0,1,34,8,lakban hiro coklat 48 mm x 80 yard,train
Label,4.0,label_thermal,thermal,lainnya,lainnya,thermal,lembar,10.373522431293592,0,0.0,100.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,45,10,thermal unboxing 100 mm x 100 mm x 300 lembar,train
Pelindung Kemasan,3.5,bubble_wrap,bubble wrap,global,hitam,lainnya,lainnya,11.440365524765756,0,2.4,0.0,0.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,60.0,100.0,0.0,0.0,0,0,0,0,1,48,10,bubble wrap global hitam 2.4kg 60 cm x 100 meter,train
Kemasan Pengiriman,3.5,polymailer,plastik,lainnya,silver,lainnya,lainnya,9.433563920090563,0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,39,8,plastik polymailer silver 25 cm x 35 cm,train
Perekat,2.5,lakban,lakban,non brand,putih,lainnya,lainnya,8.853808274977197,1,0.0,45.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,85.0,0,0,0,0,1,38,9,lakban non brand putih 45 mm x 85 yard,test
Peralatan Industri,4.5,plastik_hdpe,plastik pe,lainnya,lainnya,pe,lainnya,6.90875477931522,0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,24,7,plastik pe 15 cm x 30 cm,test
Alat Pengemasan,3.0,tools,cutter,lainnya,lainnya,lainnya,lainnya,9.19023970026918,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,27,5,isi cutter besar kenko l500,test
Peralatan Industri,2.5,plastik_hdpe,plastik pe,lainnya,lainnya,pe,lainnya,9.35018926709258,0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,24,7,plastik pe 50 cm x 75 cm,train
Perlengkapan Pengemasan,3.0,karung,karung,lainnya,lainnya,lainnya,lainnya,10.518700218288163,0,0.0,0.0,0.0,100.0,20.0,0.0,0.0,0.0,0.0,0.0,100.0,20.0,0.0,0.0,0,0,0,0,1,39,8,karung bagor lembaran 100 cm x 20 meter,validation
Kardus Kemasan,3.5,kardus,kardus,lainnya,lainnya,kraft,lainnya,8.575650760987806,0,0.0,0.0,0.0,62.0,0.0,0.0,62.0,28.0,27.0,10.755197095695795,0.0,0.0,0.0,0.0,0,0,0,1,2,42,11,kardus packing 62 cm x 28 cm x 27 cm kraft,train
Kemasan Fleksibel,3.5,wrapping,wrapping,lainnya,hitam,lainnya,lainnya,10.184937747111393,0,0.0,0.0,0.0,25.0,200.0,0.0,0.0,0.0,0.0,0.0,25.0,200.0,0.0,0.0,0,0,0,0,1,32,7,wrapping hitam 25 cm x 200 meter,train
Kemasan Pengiriman,3.5,polymailer,plastik,lainnya,silver,lainnya,lainnya,9.39274525863144,0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,39,8,plastik polymailer silver 25 cm x 35 cm,train
