ID_Produk_Sintetis,Nama Produk,Kategori Produk,Harga Produk,Review,Family_Template,kategori_grouped,jenis_produk,merek,warna,material,bentuk_kemasan,log_harga,is_non_brand,berat_kg,tebal_mm,tebal_micron,jumlah_pcs,jumlah_lembar,jumlah_roll,jumlah_set,ukuran_cm,panjang_meter,yard,box_panjang_cm,box_lebar_cm,box_tinggi_cm,log_volume_box_cm3,lebar_cm_roll,panjang_meter_roll,lebar_pair_yard,panjang_yard_pair,is_bflute,is_cflute,is_foam,is_kraft,is_roll,jumlah_dimensi_x,panjang_nama,jumlah_token,Review_Bin_Saran,Split_Saran,Nama_Produk_Normalized
SYN-2000-00300,Plastik Sampah Jumbo PE 100 cm x 150 cm,Perlengkapan Rumah,42500,3.0,trash_bag,Perlengkapan Rumah,plastik,lainnya,lainnya,pe,lainnya,10.657282884047461,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,39,9,2.5-3,train,plastik sampah jumbo pe 100 cm x 150 cm
SYN-2000-00301,Wrapping Hitam 50 cm x 250 meter,Kemasan Fleksibel,55500,3.0,wrapping,Kemasan Fleksibel,wrapping,lainnya,hitam,lainnya,lainnya,10.92415631759022,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,250.0,0.0,0.0,0.0,0.0,0.0,50.0,250.0,0.0,0.0,0,0,0,0,0,1,32,7,2.5-3,train,wrapping hitam 50 cm x 250 meter
SYN-2000-00302,Lakban Hiro Biru 45 mm x 70 yard,Perekat,9100,3.5,lakban,Perekat,lakban,hiro,biru,lainnya,lainnya,9.116139576577355,0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,70.0,0,0,0,0,0,1,32,8,3.5-4,test,lakban hiro biru 45 mm x 70 yard
SYN-2000-00303,Plastik Polymailer Biru 30 cm x 40 cm,Kemasan Pengiriman,12000,3.5,polymailer,Kemasan Pengiriman,plastik,lainnya,biru,lainnya,lainnya,9.392745258631441,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,37,8,3.5-4,train,plastik polymailer biru 30 cm x 40 cm
SYN-2000-00304,Kardus Packing 65 cm x 35 cm x 30 cm BFlute,Kardus Kemasan,3900,4.0,kardus,Kardus Kemasan,kardus,lainnya,lainnya,bflute,lainnya,8.268988209506656,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,65.0,35.0,30.0,11.130947364954519,0.0,0.0,0.0,0.0,1,0,0,0,0,2,43,11,3.5-4,test,kardus packing 65 cm x 35 cm x 30 cm bflute
SYN-2000-00305,Kantong Plastik Laundry PP 35 cm x 55 cm,Perlengkapan Rumah,3400,3.5,laundry_pp,Perlengkapan Rumah,plastik,lainnya,lainnya,pp,lainnya,8.131824785007195,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,40,9,3.5-4,train,kantong plastik laundry pp 35 cm x 55 cm
SYN-2000-00306,Tali Rafia Kuning 50kg,Pengikat,727000,3.5,tali_rafia,Pengikat,lainnya,lainnya,kuning,lainnya,lainnya,13.49668313203053,0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,22,4,3.5-4,train,tali rafia kuning 50kg
SYN-2000-00307,Lakban Fresh Vegetables Merah Non Brand 45 mm x 50 yard,Perekat,6600,2.5,lakban,Perekat,lakban,non brand,merah,lainnya,lainnya,8.79497643168877,1,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,50.0,0,0,0,0,0,1,55,11,2.5-3,validation,lakban fresh vegetables merah non brand 45 mm x 50 yard
SYN-2000-00308,Kantong Plastik Laundry PP 30 cm x 50 cm,Perlengkapan Rumah,8700,3.5,laundry_pp,Perlengkapan Rumah,plastik,lainnya,lainnya,pp,lainnya,9.071193240566025,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,40,9,3.5-4,validation,kantong plastik laundry pp 30 cm x 50 cm
SYN-2000-00309,Kantong Plastik Laundry PP 50 cm x 75 cm,Perlengkapan Rumah,11500,3.5,laundry_pp,Perlengkapan Rumah,plastik,lainnya,lainnya,pp,lainnya,9.350189267092581,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,40,9,3.5-4,train,kantong plastik laundry pp 50 cm x 75 cm
SYN-2000-00310,Plastik PE 35 cm x 55 cm,Peralatan Industri,4400,4.0,plastik_hdpe,Peralatan Industri,plastik pe,lainnya,lainnya,pe,lainnya,8.38958706681109,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,24,7,3.5-4,test,plastik pe 35 cm x 55 cm
SYN-2000-00311,PE Foam 125 cm x 250 meter x 2 mm,Material Busa,281000,3.5,pe_foam,Material Busa,pe foam,lainnya,lainnya,foam,lainnya,12.546113507028412,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,125.0,250.0,0.0,0.0,0.0,0.0,0.0,125.0,250.0,0.0,0.0,0,0,1,0,0,2,33,10,3.5-4,train,pe foam 125 cm x 250 meter x 2 mm
SYN-2000-00312,Plastik PE 45 cm x 50 cm,Peralatan Industri,8700,3.0,plastik_hdpe,Peralatan Industri,plastik pe,lainnya,lainnya,pe,lainnya,9.071193240566025,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,24,7,2.5-3,validation,plastik pe 45 cm x 50 cm
SYN-2000-00313,Plastik HD 45 cm x 50 cm,Peralatan Industri,9200,3.0,plastik_hdpe,Peralatan Industri,plastik hd,lainnya,lainnya,hd,lainnya,9.127067452782361,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,24,7,2.5-3,train,plastik hd 45 cm x 50 cm
SYN-2000-00314,Kardus Packing 30 cm x 20 cm x 10 cm CFlute,Kardus Kemasan,4300,3.0,kardus,Kardus Kemasan,kardus,lainnya,lainnya,cflute,lainnya,8.366602832783736,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,30.0,20.0,10.0,8.699681400989514,0.0,0.0,0.0,0.0,0,1,0,0,0,2,43,11,2.5-3,validation,kardus packing 30 cm x 20 cm x 10 cm cflute
SYN-2000-00315,Cutter Besar Alligator AL-77,Alat Pengemasan,6300,3.5,tools,Alat Pengemasan,cutter,lainnya,lainnya,lainnya,lainnya,8.748463629942055,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,28,4,3.5-4,test,cutter besar alligator al-77
SYN-2000-00316,Lakban Unboxing Merah Yatta 48 mm x 120 yard,Perekat,11000,4.0,lakban,Perekat,lakban,yatta,merah,lainnya,lainnya,9.305741456739435,0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,120.0,0,0,0,0,0,1,44,9,3.5-4,train,lakban unboxing merah yatta 48 mm x 120 yard
SYN-2000-00317,Plastik Polymailer Silver 35 cm x 50 cm,Kemasan Pengiriman,14000,3.5,polymailer,Kemasan Pengiriman,plastik,lainnya,silver,lainnya,lainnya,9.546884034617925,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,39,8,3.5-4,train,plastik polymailer silver 35 cm x 50 cm
SYN-2000-00318,Plastik Polymailer Silver 40 cm x 55 cm,Kemasan Pengiriman,15500,3.5,polymailer,Kemasan Pengiriman,plastik,lainnya,silver,lainnya,lainnya,9.648659816955295,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,39,8,3.5-4,train,plastik polymailer silver 40 cm x 55 cm
SYN-2000-00319,Double Tape Foam Non Brand 36 mm x 15 meter,Perekat,37500,3.0,double_tape,Perekat,pe foam,non brand,lainnya,foam,lainnya,10.53212287826962,1,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,43,10,2.5-3,train,double tape foam non brand 36 mm x 15 meter
SYN-2000-00320,Kantong Plastik Laundry PP 35 cm x 55 cm,Perlengkapan Rumah,10000,2.5,laundry_pp,Perlengkapan Rumah,plastik,lainnya,lainnya,pp,lainnya,9.210440366976517,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,40,9,2.5-3,train,kantong plastik laundry pp 35 cm x 55 cm
SYN-2000-00321,Kantong Plastik Laundry PP 30 cm x 50 cm,Perlengkapan Rumah,8100,3.5,laundry_pp,Perlengkapan Rumah,plastik,lainnya,lainnya,pp,lainnya,8.999742789830492,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,40,9,3.5-4,train,kantong plastik laundry pp 30 cm x 50 cm
SYN-2000-00322,Lakban Fragile Biru Hiro 45 mm x 120 yard,Perekat,13500,4.0,lakban,Perekat,lakban,hiro,biru,lainnya,lainnya,9.510519035757246,0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,120.0,0,0,0,0,0,1,41,9,3.5-4,validation,lakban fragile biru hiro 45 mm x 120 yard
SYN-2000-00323,Kardus Packing 34 cm x 19 cm x 9 cm Kraft,Kardus Kemasan,3600,3.0,kardus,Kardus Kemasan,kardus,lainnya,lainnya,kraft,lainnya,8.188966863648876,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,34.0,19.0,9.0,8.668196064952765,0.0,0.0,0.0,0.0,0,0,0,1,0,2,41,11,2.5-3,validation,kardus packing 34 cm x 19 cm x 9 cm kraft
SYN-2000-00324,Kardus Packing 55 cm x 35 cm x 30 cm BFlute,Kardus Kemasan,3100,3.5,kardus,Kardus Kemasan,kardus,lainnya,lainnya,bflute,lainnya,8.03947991910045,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,55.0,35.0,30.0,10.963895944251435,0.0,0.0,0.0,0.0,1,0,0,0,0,2,43,11,3.5-4,validation,kardus packing 55 cm x 35 cm x 30 cm bflute
SYN-2000-00325,Bubble Wrap Upack Bening 2.4kg 30 cm x 25 meter,Pelindung Kemasan,66000,4.5,bubble_wrap,Pelindung Kemasan,bubble wrap,upack,bening,lainnya,lainnya,11.097425172408931,0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,30.0,25.0,0.0,0.0,0.0,0.0,0.0,30.0,25.0,0.0,0.0,0,0,0,0,0,1,47,10,4.5-5,test,bubble wrap upack bening 2.4kg 30 cm x 25 meter
SYN-2000-00326,Bubble Wrap Sanpack Bening 2.4kg 125 cm x 50 meter,Pelindung Kemasan,73000,4.0,bubble_wrap,Pelindung Kemasan,bubble wrap,sanpack,bening,lainnya,lainnya,11.19822841866684,0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,125.0,50.0,0.0,0.0,0.0,0.0,0.0,125.0,50.0,0.0,0.0,0,0,0,0,0,1,50,10,3.5-4,train,bubble wrap sanpack bening 2.4kg 125 cm x 50 meter
SYN-2000-00327,Bubble Wrap Global Hitam 2.7kg 125 cm x 50 meter,Pelindung Kemasan,92000,4.5,bubble_wrap,Pelindung Kemasan,bubble wrap,global,hitam,lainnya,lainnya,11.429554725537322,0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,125.0,50.0,0.0,0.0,0.0,0.0,0.0,125.0,50.0,0.0,0.0,0,0,0,0,0,1,48,10,4.5-5,train,bubble wrap global hitam 2.7kg 125 cm x 50 meter
SYN-2000-00328,Lakban Fragile Biru Sanpack 45 mm x 120 yard,Perekat,11500,3.0,lakban,Perekat,lakban,sanpack,biru,lainnya,lainnya,9.350189267092581,0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,120.0,0,0,0,0,0,1,44,9,2.5-3,train,lakban fragile biru sanpack 45 mm x 120 yard
SYN-2000-00329,Lakban Hiro Merah 48 mm x 75 yard,Perekat,9700,3.0,lakban,Perekat,lakban,hiro,merah,lainnya,lainnya,9.179984251961283,0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,75.0,0,0,0,0,0,1,33,8,2.5-3,validation,lakban hiro merah 48 mm x 75 yard
SYN-2000-00330,Lakban Joyko Merah 45 mm x 70 yard,Perekat,7500,3.5,lakban,Perekat,lakban,joyko,merah,lainnya,lainnya,8.922791623969637,0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,70.0,0,0,0,0,0,1,34,8,3.5-4,validation,lakban joyko merah 45 mm x 70 yard
SYN-2000-00331,Wrapping Hitam 25 cm x 150 meter,Kemasan Fleksibel,15000,3.5,wrapping,Kemasan Fleksibel,wrapping,lainnya,hitam,lainnya,lainnya,9.61587214452889,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,150.0,0.0,0.0,0.0,0.0,0.0,25.0,150.0,0.0,0.0,0,0,0,0,0,1,32,7,3.5-4,train,wrapping hitam 25 cm x 150 meter
SYN-2000-00332,Kardus Packing 30 cm x 20 cm x 30 cm BFlute,Kardus Kemasan,3300,3.5,kardus,Kardus Kemasan,kardus,lainnya,lainnya,bflute,lainnya,8.101980731853192,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,30.0,20.0,30.0,9.798182590890704,0.0,0.0,0.0,0.0,1,0,0,0,0,2,43,11,3.5-4,test,kardus packing 30 cm x 20 cm x 30 cm bflute
SYN-2000-00333,Bubble Wrap Global Hitam 2.7kg 125 cm x 50 meter,Pelindung Kemasan,95000,3.5,bubble_wrap,Pelindung Kemasan,bubble wrap,global,hitam,lainnya,lainnya,11.461642696843066,0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,125.0,50.0,0.0,0.0,0.0,0.0,0.0,125.0,50.0,0.0,0.0,0,0,0,0,0,1,48,10,3.5-4,validation,bubble wrap global hitam 2.7kg 125 cm x 50 meter
SYN-2000-00334,Kardus Packing 26 cm x 20 cm x 21 cm Kraft,Kardus Kemasan,3900,3.0,kardus,Kardus Kemasan,kardus,lainnya,lainnya,kraft,lainnya,8.268988209506656,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,26.0,20.0,21.0,9.298442820197728,0.0,0.0,0.0,0.0,0,0,0,1,0,2,42,11,2.5-3,test,kardus packing 26 cm x 20 cm x 21 cm kraft
SYN-2000-00335,Kantong Plastik Sampah 90 cm x 120 cm,Perlengkapan Rumah,30000,3.0,trash_bag,Perlengkapan Rumah,plastik,lainnya,lainnya,lainnya,lainnya,10.308985993422082,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,37,8,2.5-3,test,kantong plastik sampah 90 cm x 120 cm
SYN-2000-00336,Sticker Thermal 60 mm x 40 mm 1000 lembar,Label,34000,4.0,label_thermal,Label,thermal,lainnya,lainnya,thermal,lembar,10.434145214930487,0,0.0,60.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,41,9,3.5-4,train,sticker thermal 60 mm x 40 mm 1000 lembar
SYN-2000-00337,Wrapping Bening 30 cm x 300 meter,Kemasan Fleksibel,35500,3.5,wrapping,Kemasan Fleksibel,wrapping,lainnya,bening,lainnya,lainnya,10.477316144080852,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,300.0,0.0,0.0,0.0,0.0,0.0,30.0,300.0,0.0,0.0,0,0,0,0,0,1,33,7,3.5-4,train,wrapping bening 30 cm x 300 meter
SYN-2000-00338,Wrapping Hitam 30 cm x 175 meter,Kemasan Fleksibel,22500,3.5,wrapping,Kemasan Fleksibel,wrapping,lainnya,hitam,lainnya,lainnya,10.021315031649332,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,175.0,0.0,0.0,0.0,0.0,0.0,30.0,175.0,0.0,0.0,0,0,0,0,0,1,32,7,3.5-4,validation,wrapping hitam 30 cm x 175 meter
SYN-2000-00339,Lakban Non Brand Merah 48 mm x 50 yard,Perekat,4500,3.0,lakban,Perekat,lakban,non brand,merah,lainnya,lainnya,8.412054873292933,1,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,50.0,0,0,0,0,0,1,38,9,2.5-3,train,lakban non brand merah 48 mm x 50 yard
SYN-2000-00340,Bubble Wrap SmilePack Hitam 3.0kg 125 cm x 50 meter,Pelindung Kemasan,92000,4.0,bubble_wrap,Pelindung Kemasan,bubble wrap,smilepack,hitam,lainnya,lainnya,11.429554725537322,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,50.0,0.0,0.0,0.0,0.0,0.0,125.0,50.0,0.0,0.0,0,0,0,0,0,1,51,10,3.5-4,validation,bubble wrap smilepack hitam 3.0kg 125 cm x 50 meter
SYN-2000-00341,PE Foam 125 cm x 250 meter x 1 mm,Material Busa,204000,3.0,pe_foam,Material Busa,pe foam,lainnya,lainnya,foam,lainnya,12.225880174775122,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,125.0,250.0,0.0,0.0,0.0,0.0,0.0,125.0,250.0,0.0,0.0,0,0,1,0,0,2,33,10,2.5-3,validation,pe foam 125 cm x 250 meter x 1 mm
SYN-2000-00342,Lakban Non Brand Putih 45 mm x 90 yard,Perekat,9600,2.5,lakban,Perekat,lakban,non brand,putih,lainnya,lainnya,9.169622538697624,1,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,90.0,0,0,0,0,0,1,38,9,2.5-3,train,lakban non brand putih 45 mm x 90 yard
SYN-2000-00343,Sticker Thermal Lipat 100 mm x 100 mm 300 lembar,Label,23500,3.5,label_thermal,Label,thermal,lainnya,lainnya,thermal,lembar,10.064798252418377,0,0.0,100.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,48,10,3.5-4,train,sticker thermal lipat 100 mm x 100 mm 300 lembar
SYN-2000-00344,Bubble Wrap Non Brand Bening 3.0kg 30 cm x 50 meter,Pelindung Kemasan,69000,3.0,bubble_wrap,Pelindung Kemasan,bubble wrap,non brand,bening,lainnya,lainnya,11.141876276228,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,50.0,0.0,0.0,0.0,0.0,0.0,30.0,50.0,0.0,0.0,0,0,0,0,0,1,51,11,2.5-3,train,bubble wrap non brand bening 3.0kg 30 cm x 50 meter
SYN-2000-00345,Bubble Wrap Sanpack Hitam 2.7kg 60 cm x 100 meter,Pelindung Kemasan,104500,3.5,bubble_wrap,Pelindung Kemasan,bubble wrap,sanpack,hitam,lainnya,lainnya,11.556951919719207,0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,60.0,100.0,0.0,0.0,0,0,0,0,0,1,49,10,3.5-4,train,bubble wrap sanpack hitam 2.7kg 60 cm x 100 meter
SYN-2000-00346,Sticker Thermal Lipat 100 mm x 100 mm 300 lembar,Label,27500,3.5,label_thermal,Label,thermal,lainnya,lainnya,thermal,lembar,10.221977646629885,0,0.0,100.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,48,10,3.5-4,train,sticker thermal lipat 100 mm x 100 mm 300 lembar
SYN-2000-00347,PE Foam 125 cm x 250 meter x 1 mm,Material Busa,198000,4.0,pe_foam,Material Busa,pe foam,lainnya,lainnya,foam,lainnya,12.19602736016897,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,125.0,250.0,0.0,0.0,0.0,0.0,0.0,125.0,250.0,0.0,0.0,0,0,1,0,0,2,33,10,3.5-4,validation,pe foam 125 cm x 250 meter x 1 mm
SYN-2000-00348,Plastik PE 30 cm x 40 cm,Peralatan Industri,6800,2.0,plastik_hdpe,Peralatan Industri,plastik pe,lainnya,lainnya,pe,lainnya,8.824824939175638,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,24,7,1-2,train,plastik pe 30 cm x 40 cm
SYN-2000-00349,Bubble Wrap Sanpack Hitam 2.4kg 60 cm x 100 meter,Pelindung Kemasan,91000,3.5,bubble_wrap,Pelindung Kemasan,bubble wrap,sanpack,hitam,lainnya,lainnya,11.418625774449598,0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,60.0,100.0,0.0,0.0,0,0,0,0,0,1,49,10,3.5-4,train,bubble wrap sanpack hitam 2.4kg 60 cm x 100 meter
SYN-2000-00350,Lakban Non Brand Putih 45 mm x 80 yard,Perekat,7800,3.0,lakban,Perekat,lakban,non brand,putih,lainnya,lainnya,8.962007209588313,1,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,80.0,0,0,0,0,0,1,38,9,2.5-3,train,lakban non brand putih 45 mm x 80 yard
SYN-2000-00351,Bubble Wrap Non Brand Hitam 2.2kg 30 cm x 50 meter,Pelindung Kemasan,52500,3.0,bubble_wrap,Pelindung Kemasan,bubble wrap,non brand,hitam,lainnya,lainnya,10.868587496017359,1,2.2,0.0,0.0,0.0,0.0,0.0,0.0,30.0,50.0,0.0,0.0,0.0,0.0,0.0,30.0,50.0,0.0,0.0,0,0,0,0,0,1,50,11,2.5-3,validation,bubble wrap non brand hitam 2.2kg 30 cm x 50 meter
SYN-2000-00352,Lakban SmilePack Merah 48 mm x 120 yard,Perekat,12500,3.0,lakban,Perekat,lakban,smilepack,merah,lainnya,lainnya,9.433563920090563,0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,120.0,0,0,0,0,0,1,39,8,2.5-3,train,lakban smilepack merah 48 mm x 120 yard
SYN-2000-00353,Wrapping Hitam 10 cm x 200 meter,Kemasan Fleksibel,30500,3.0,wrapping,Kemasan Fleksibel,wrapping,lainnya,hitam,lainnya,lainnya,10.32551474894327,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,200.0,0.0,0.0,0.0,0.0,0.0,10.0,200.0,0.0,0.0,0,0,0,0,0,1,32,7,2.5-3,train,wrapping hitam 10 cm x 200 meter
SYN-2000-00354,Wrapping Bening 10 cm x 300 meter,Kemasan Fleksibel,16500,3.5,wrapping,Kemasan Fleksibel,wrapping,lainnya,bening,lainnya,lainnya,9.711176264112805,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,300.0,0.0,0.0,0.0,0.0,0.0,10.0,300.0,0.0,0.0,0,0,0,0,0,1,33,7,3.5-4,validation,wrapping bening 10 cm x 300 meter
SYN-2000-00355,Kantong Plastik Laundry PP 45 cm x 65 cm,Perlengkapan Rumah,12500,3.5,laundry_pp,Perlengkapan Rumah,plastik,lainnya,lainnya,pp,lainnya,9.433563920090563,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,40,9,3.5-4,train,kantong plastik laundry pp 45 cm x 65 cm
SYN-2000-00356,Plastik Polymailer Biru 45 cm x 60 cm,Kemasan Pengiriman,12000,3.0,polymailer,Kemasan Pengiriman,plastik,lainnya,biru,lainnya,lainnya,9.392745258631441,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,37,8,2.5-3,train,plastik polymailer biru 45 cm x 60 cm
SYN-2000-00357,Kardus Packing 20 cm x 20 cm x 20 cm Kraft,Kardus Kemasan,3000,4.0,kardus,Kardus Kemasan,kardus,lainnya,lainnya,kraft,lainnya,8.006700845440367,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,20.0,20.0,8.987321812850125,0.0,0.0,0.0,0.0,0,0,0,1,0,2,42,11,3.5-4,train,kardus packing 20 cm x 20 cm x 20 cm kraft
SYN-2000-00358,Lakban Fresh Vegetables Merah Yatta 45 mm x 100 yard,Perekat,11500,2.5,lakban,Perekat,lakban,yatta,merah,lainnya,lainnya,9.350189267092581,0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,100.0,0,0,0,0,0,1,52,10,2.5-3,test,lakban fresh vegetables merah yatta 45 mm x 100 yard
SYN-2000-00359,PE Foam 125 cm x 250 meter x 2 mm,Material Busa,289500,3.5,pe_foam,Material Busa,pe foam,lainnya,lainnya,foam,lainnya,12.575914030220655,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,125.0,250.0,0.0,0.0,0.0,0.0,0.0,125.0,250.0,0.0,0.0,0,0,1,0,0,2,33,10,3.5-4,train,pe foam 125 cm x 250 meter x 2 mm
SYN-2000-00360,Kantong Plastik Laundry PP 50 cm x 75 cm,Perlengkapan Rumah,11500,3.5,laundry_pp,Perlengkapan Rumah,plastik,lainnya,lainnya,pp,lainnya,9.350189267092581,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,40,9,3.5-4,train,kantong plastik laundry pp 50 cm x 75 cm
SYN-2000-00361,Bubble Wrap GMP Bening 3.0kg 125 cm x 25 meter,Pelindung Kemasan,79000,4.0,bubble_wrap,Pelindung Kemasan,bubble wrap,gmp,bening,lainnya,lainnya,11.277215789596893,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,25.0,0.0,0.0,0.0,0.0,0.0,125.0,25.0,0.0,0.0,0,0,0,0,0,1,46,10,3.5-4,train,bubble wrap gmp bening 3.0kg 125 cm x 25 meter
